Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance;Langue_nom_substance;Date_Crea_Nom_Substance;Date_Modif_Nom_Substance
01637;01637;diazépam;ANS nom préféré;français;08/07/1997;12/11/1998
01639;01639;diazoxide;ANS nom préféré;français;08/07/1997;12/11/1998
01662;01662;diéthylcarbamazine (citrate de);ANS nom préféré;français;08/07/1997;17/12/2008
01663;01663;diéthylstilbestrol;ANS nom préféré;français;08/07/1997;18/04/2023
01672;01672;digoxine;ANS nom préféré;français;08/07/1997;17/12/2008
01695;01695;dimercaprol;ANS nom préféré;français;08/07/1997;25/03/2009
01728;01728;méfénidramium (métilsulfate de);ANS nom préféré;français;08/07/1997;24/06/2009
01740;01740;hélicidine;ANS nom préféré;français;08/07/1997;16/02/2023
01743;01743;dipyridamole;ANS nom préféré;français;08/07/1997;12/11/1998
01745;01745;disopyramide;ANS nom préféré;français;08/07/1997;12/11/1998
01746;01746;thlaspi bursa pastoris pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
01747;01747;disulfirame;ANS nom préféré;français;08/07/1997;29/06/2010
01754;01754;doxapram (chlorhydrate de);ANS nom préféré;français;08/07/1997;06/03/2009
01755;01755;doxépine (chlorhydrate de);ANS nom préféré;français;08/07/1997;06/03/2009
01758;01758;dropéridol;ANS nom préféré;français;08/07/1997;12/11/1998
01765;01765;dydrogestérone;ANS nom préféré;français;08/07/1997;10/03/2009
01778;01778;estriol;ANS nom préféré;français;08/07/1997;12/11/1998
01785;01785;érythromycine;ANS nom préféré;français;08/07/1997;27/03/2009
01786;01786;estradiol;ANS nom préféré;français;08/07/1997;19/10/2016
05551;01791;hyoscine (bromhydrate d');ANS autre nom;français;08/07/1997;14/10/2009
01796;01796;étamsylate;ANS nom préféré;français;08/07/1997;12/11/1998
01802;01802;éthambutol (chlorhydrate d');ANS nom préféré;français;08/07/1997;01/04/2009
01807;01807;éthinylestradiol;ANS nom préféré;français;08/07/1997;09/03/2006
01810;01810;benzocaïne;ANS nom préféré;français;08/07/1997;24/06/2008
01813;01813;éthosuximide;ANS nom préféré;français;08/07/1997;12/11/1998
01823;01823;thiamine (chlorhydrate de);ANS nom préféré;français;08/07/1997;18/10/2010
01824;01824;thiamphénicol;ANS nom préféré;français;08/07/1997;12/11/1998
01830;01830;thiocolchicoside;ANS nom préféré;français;08/07/1997;23/11/2009
01835;01835;tétracaïne;ANS nom préféré;français;08/07/1997;26/02/2013
01836;01836;tétracosactide;ANS nom préféré;français;08/07/1997;14/10/2010
01837;01837;tétracycline;ANS nom préféré;français;08/07/1997;12/11/1998
01851;01851;argentum nitricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
01853;01853;étiléfrine (chlorhydrate d');ANS nom préféré;français;08/07/1997;06/04/2009
01890;01890;fenfluramine (chlorhydrate de);ANS nom préféré;français;08/07/1997;12/02/2021
01901;01901;fentanyl (citrate de);ANS nom préféré;français;08/07/1997;08/04/2009
01903;01903;ipéca pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
01927;01927;fluocinolone (acétonide de);ANS nom préféré;français;08/07/1997;12/11/1998
01931;01931;fluorouracil;ANS nom préféré;français;08/07/1997;16/04/2009
01938;01938;carbo vegetabilis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;19/10/2018
01958;01958;furosémide;ANS nom préféré;français;08/07/1997;23/04/2009
01976;01976;glibenclamide;ANS nom préféré;français;08/07/1997;12/11/1998
01981;01981;ammonium (molybdate d') tétrahydraté;ANS autre nom;français;08/07/1997;21/11/2018
01983;01983;imipénem monohydraté;ANS nom préféré;français;08/07/1997;19/05/2009
01990;01990;maprotiline (chlorhydrate de);ANS nom préféré;français;08/07/1997;23/06/2009
02006;02006;griséofulvine;ANS nom préféré;français;08/07/1997;12/11/1998
02019;02019;halopéridol;ANS nom préféré;français;08/07/1997;12/11/1998
02024;02024;héparine sodique;ANS nom préféré;français;08/07/1997;12/11/1998
02039;02039;magnesia bromata pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
02045;02045;hexétidine;ANS nom préféré;français;08/07/1997;12/11/1998
02064;02064;hydrochlorothiazide;ANS nom préféré;français;08/07/1997;12/11/1998
02067;02067;hydrocortisone;ANS nom préféré;français;08/07/1997;11/05/2009
02074;02074;hydroxocobalamine;ANS nom préféré;français;08/07/1997;12/05/2009
02076;02076;hydroxycarbamide;ANS nom préféré;français;08/07/1997;12/05/2009
02077;02077;hydroxychloroquine (sulfate d');ANS nom préféré;français;08/07/1997;12/05/2009
02087;02087;hydroxyzine (chlorhydrate d');ANS nom préféré;français;08/07/1997;13/05/2009
02088;02088;hymécromone;ANS nom préféré;français;08/07/1997;
02092;02092;ibuprofène;ANS nom préféré;français;08/07/1997;12/11/1998
02093;02093;esculoside;ANS nom préféré;français;08/07/1997;30/03/2009
02096;02096;interféron alfa-2b ;ANS nom préféré;français;08/07/1997;21/03/2023
02099;02099;indométacine;ANS nom préféré;français;08/07/1997;12/11/1998
02107;02107;phénytoïne;ANS nom préféré;français;08/07/1997;04/09/2009
02109;02109;pholcodine;ANS nom préféré;français;08/07/1997;12/11/1998
02113;02113;phytoménadione;ANS nom préféré;français;08/07/1997;09/09/2009
02123;02123;sodium (propionate de);ANS nom préféré;français;08/07/1997;23/10/2009
02126;02126;pimozide;ANS nom préféré;français;08/07/1997;12/11/1998
02130;02130;pipampérone (chlorhydrate de);ANS autre nom;français;08/07/1997;17/02/2023
02131;02131;kalium carbonicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
02132;02132;nilutamide;ANS nom préféré;français;08/07/1997;
02134;02134;hepar sulfur pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
02143;02143;thuya occidentalis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
02160;02160;fusidique (acide);ANS nom préféré;français;08/07/1997;28/09/2018
02161;02161;arnica (teinture d');ANS nom préféré;français;08/07/1997;09/09/2019
02163;02163;pramocaïne (chlorhydrate de);ANS nom préféré;français;08/07/1997;22/09/2009
02165;02165;prazépam;ANS nom préféré;français;08/07/1997;
02169;02169;prednisolone;ANS nom préféré;français;08/07/1997;23/09/2009
02171;02171;prednisone;ANS nom préféré;français;08/07/1997;28/09/2009
02197;02197;oxytocine;ANS nom préféré;français;08/07/1997;12/11/1998
02201;02201;dexpanthénol;ANS nom préféré;français;08/07/1997;08/12/2008
02202;02202;paracétamol;ANS nom préféré;français;08/07/1997;11/06/2010
02215;02215;pristinamycine;ANS nom préféré;français;08/07/1997;
02218;02218;probénécide;ANS nom préféré;français;08/07/1997;12/11/1998
02229;02229;progestérone;ANS nom préféré;français;08/07/1997;29/09/2009
02236;02236;prométhazine;ANS nom préféré;français;08/07/1997;
02245;02245;chlormadinone (acétate de);ANS nom préféré;français;08/07/1997;22/09/2008
02247;02247;propériciazine;ANS nom préféré;français;08/07/1997;16/02/2023
02258;02258;propranolol (chlorhydrate de);ANS nom préféré;français;08/07/1997;01/10/2009
02261;02261;propylthiouracile;ANS nom préféré;français;08/07/1997;01/10/2009
02278;02278;pseudoéphédrine (chlorhydrate de);ANS nom préféré;français;08/07/1997;02/10/2009
02283;02283;pyridostigmine (bromure de);ANS nom préféré;français;08/07/1997;12/11/1998
02284;02284;pyridoxine;ANS nom préféré;français;08/07/1997;
02285;02285;pyriméthamine;ANS nom préféré;français;08/07/1997;12/11/1998
02293;02293;iopromide;ANS nom préféré;français;08/07/1997;
03188;02301;auréomycine (chlorhydrate d');ANS autre nom;français;08/07/1997;23/09/2008
02305;02305;gonadoréline (acétate de);ANS nom préféré;français;08/07/1997;05/05/2009
02329;02329;réserpine;ANS nom préféré;français;08/07/1997;12/11/1998
02331;02331;riboflavine;ANS nom préféré;français;08/07/1997;08/10/2009
02332;02332;rifampicine;ANS nom préféré;français;08/07/1997;09/10/2009
02333;02333;rifamycine;ANS nom préféré;français;08/07/1997;
02338;02338;nalbuphine (chlorhydrate de);ANS nom préféré;français;08/07/1997;19/08/2011
02340;02340;méthocarbamol;ANS nom préféré;français;08/07/1997;
02345;02345;méthotrexate;ANS nom préféré;français;08/07/1997;20/07/2009
02350;02350;méthyclothiazide;ANS nom préféré;français;08/07/1997;13/11/1998
02357;02357;méthylergométrine (maléate de);ANS nom préféré;français;08/07/1997;22/07/2009
02361;02361;méthylprednisolone;ANS nom préféré;français;08/07/1997;12/11/1998
02376;02376;métopimazine;ANS nom préféré;français;08/07/1997;
02380;02380;nitricum acidum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
02382;02382;métronidazole;ANS nom préféré;français;08/07/1997;12/11/1998
02405;02405;adénosine;ANS nom préféré;français;08/07/1997;02/06/2008
02414;02414;moxisylyte (chlorhydrate de);ANS nom préféré;français;08/07/1997;20/09/2011
02419;02419;taraxacum dens leonis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;10/02/2023
02423;02423;naftazone;ANS nom préféré;français;08/07/1997;13/11/1998
02427;02427;interféron alfa-2a ;ANS nom préféré;français;08/07/1997;21/03/2023
02428;02428;triclabendazole;ANS nom préféré;français;08/07/1997;
02438;02438;phényléphrine;ANS nom préféré;français;08/07/1997;08/02/2023
02443;02443;niclosamide;ANS nom préféré;français;08/07/1997;04/07/2011
02449;02449;calcium (dobésilate de);ANS autre nom;français;08/07/1997;02/03/2009
02452;02452;nicotinamide;ANS nom préféré;français;08/07/1997;11/08/2009
02463;02463;nifuroxazide;ANS nom préféré;français;08/07/1997;13/11/1998
02471;02471;nitrazépam;ANS nom préféré;français;08/07/1997;12/11/1998
02476;02476;nitrofurantoïne;ANS nom préféré;français;08/07/1997;12/11/1998
02487;02487;noradrénaline (tartrate de);ANS autre nom;français;08/07/1997;08/05/2023
02493;02493;noréthandrolone;ANS nom préféré;français;08/07/1997;
02506;02506;noscapine;ANS nom préféré;français;08/07/1997;12/11/1998
02509;02509;nystatine;ANS nom préféré;français;08/07/1997;18/08/2009
02523;02523;citrique (acide) monohydraté;ANS nom préféré;français;08/07/1997;14/10/2008
02533;02533;oxazépam;ANS nom préféré;français;08/07/1997;12/11/1998
02534;02534;benzyle (nicotinate de);ANS autre nom;français;08/07/1997;
02543;02543;oxomémazine;ANS nom préféré;français;08/07/1997;
02560;02560;mébévérine (chlorhydrate de);ANS nom préféré;français;08/07/1997;12/10/2011
55705;02582;sodium (fluvastatine de);ANS autre nom;français;08/07/1997;25/11/2011
02590;02590;melphalan;ANS nom préféré;français;08/07/1997;25/06/2009
02594;02594;sodium (hypochlorite de), solution d';ANS autre nom;français;08/07/1997;03/11/2009
02596;02596;iohexol;ANS nom préféré;français;08/07/1997;12/11/1998
02600;02600;méphénésine;ANS nom préféré;français;08/07/1997;13/11/1998
02612;02612;méquinol;ANS nom préféré;français;08/07/1997;
02633;02633;rilménidine (dihydrogénophosphate de);ANS nom préféré;français;08/07/1997;09/10/2009
02640;02640;mésalazine;ANS nom préféré;français;08/07/1997;30/06/2009
02666;02666;méthionine;ANS nom préféré;français;08/07/1997;25/11/2011
02667;02667;midazolam;ANS nom préféré;français;08/07/1997;12/11/1998
02678;02678;diphénhydramine (chlorhydrate de);ANS nom préféré;français;08/07/1997;25/03/2009
02685;02685;iproniazide (phosphate d');ANS nom préféré;français;08/07/1997;13/11/1998
02693;02693;isoniazide;ANS nom préféré;français;08/07/1997;26/05/2009
02699;02699;isothipendyl (chlorhydrate d');ANS nom préféré;français;08/07/1997;30/11/2011
02703;02703;manganum sulfuricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
02709;02709;lactulose;ANS nom préféré;français;08/07/1997;12/11/1998
02715;02715;alumina pour préparations homéopathiques;ANS autre nom;français;08/07/1997;07/04/2023
02719;02719;leucocianidol;ANS nom préféré;français;08/07/1997;13/11/1998
02726;02726;lévomépromazine;ANS nom préféré;français;08/07/1997;22/02/2013
02742;02742;lymécycline;ANS nom préféré;français;08/07/1997;
02751;02751;thiotépa;ANS nom préféré;français;08/07/1997;
02754;02754;ofloxacine;ANS nom préféré;français;08/07/1997;
02799;02799;péthidine (chlorhydrate de);ANS nom préféré;français;08/07/1997;02/09/2009
02811;02811;phénazone;ANS nom préféré;français;08/07/1997;02/09/2009
02825;02825;phénobarbital;ANS nom préféré;français;08/07/1997;02/09/2009
02826;02826;phénobarbital sodique;ANS nom préféré;français;08/07/1997;12/11/1998
02836;02836;phénoxyméthylpénicilline;ANS nom préféré;français;08/07/1997;03/09/2009
02867;02867;sulfadiazine;ANS nom préféré;français;08/07/1997;09/11/2009
02869;02869;natrum muriaticum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;09/05/2023
02877;02877;sulfaméthizol;ANS nom préféré;français;08/07/1997;12/11/1998
02878;02878;sulfaméthoxazole;ANS nom préféré;français;08/07/1997;12/11/1998
02905;02905;sulfogaïacol;ANS nom préféré;français;08/07/1997;10/11/2009
02914;02914;sulpiride;ANS nom préféré;français;08/07/1997;12/11/1998
02934;02934;testostérone;ANS nom préféré;français;08/07/1997;
02940;02940;aluminium (oxyde d') hydraté;ANS nom préféré;français;08/07/1997;18/06/2008
02947;02947;malique (acide);ANS nom préféré;français;08/07/1997;23/06/2009
02952;02952;bléomycine (sulfate de);ANS nom préféré;français;08/07/1997;12/01/2023
02962;02962;calcium (glucoheptonate de);ANS autre nom;français;08/07/1997;08/07/2008
02969;02969;diméticone;ANS nom préféré;français;08/07/1997;24/06/2010
02974;02974;diéthylamine (salicylate de);ANS autre nom;français;08/07/1997;09/08/2010
02993;02993;lobelia inflata pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
02997;02997;ferreux (fumarate);ANS nom préféré;français;08/07/1997;23/04/2009
03008;03008;DL-lysine (monochlorhydrate de);ANS nom préféré;français;08/07/1997;29/06/2010
03009;03009;atovaquone;ANS nom préféré;français;08/07/1997;
03011;03011;mannitol;ANS nom préféré;français;08/07/1997;23/06/2009
03012;03012;magnésium (oxyde de);ANS nom préféré;français;08/07/1997;09/03/2023
03013;03013;magnésium (trisilicate de);ANS nom préféré;français;08/07/1997;22/06/2009
03018;03018;magnésium (chlorure de) hexahydraté;ANS nom préféré;français;08/07/1997;18/06/2009
03019;03019;magnésium (sulfate de) heptahydraté;ANS nom préféré;français;08/07/1997;19/10/2011
03020;03020;magnésium (thiosulfate de);ANS nom préféré;français;08/07/1997;22/06/2009
03026;03026;miconazole (nitrate de);ANS nom préféré;français;08/07/1997;28/07/2009
03037;03037;tiratricol;ANS nom préféré;français;08/07/1997;
03044;03044;carbocistéine;ANS nom préféré;français;08/07/1997;29/07/2008
03048;03048;sodium (phénylbutyrate de);ANS autre nom;français;08/07/1997;23/10/2009
03063;03063;sodium (docusate de);ANS autre nom;français;08/07/1997;02/03/2009
09122;03070;AZT;ANS autre nom;français;08/07/1997;20/09/2010
03072;03072;ibacitabine;ANS nom préféré;français;08/07/1997;15/05/2009
03085;03085;pilocarpine (chlorhydrate de);ANS nom préféré;français;08/07/1997;09/09/2009
03088;03088;phényléphrine (chlorhydrate de);ANS nom préféré;français;08/07/1997;03/09/2009
03089;03089;sodium (iodure de);ANS nom préféré;français;08/07/1997;03/03/2023
03093;03093;caféine monohydratée;ANS nom préféré;français;08/07/1997;12/11/1998
03102;03102;potassium (canrénoate de);ANS autre nom;français;08/07/1997;24/07/2008
03107;03107;DL-lysine (acétylsalicylate de);ANS autre nom;français;08/07/1997;27/02/2009
03119;03119;cinnamaldéhyde;ANS nom préféré;français;08/07/1997;11/12/2012
03121;03121;tiliquinol;ANS nom préféré;français;08/07/1997;24/11/2009
03122;03122;tiliquinol (laurilsulfate de);ANS nom préféré;français;08/07/1997;25/11/2009
03133;03133;kaolin lourd;ANS nom préféré;français;08/07/1997;14/06/2010
03146;03146;méglumine (amidotrizoate de);ANS autre nom;français;08/07/1997;18/12/2009
03147;03147;asa foetida pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
