Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance
01379;01379    ;céthexonium (bromure de);ANS nom préféré
60929;60929    ;cétirizine (dichlorhydrate de);ANS nom préféré
64364;46894    ;cétoleucine calcique;ANS nom préféré
61311;35784;cetraria islandica ((Homéopathie));ANS nom préféré
06018;06018    ;cétrimide;ANS nom préféré
80353;80353    ;cétrorélix (acétate de);ANS nom préféré
49585;49585    ;cétuximab ;ANS nom préféré
00628;00628    ;cétylpyridinium (chlorure de);ANS nom préféré
04204;04204    ;charbon activé;ANS nom préféré
60861;60861    ;chardon Marie (extrait sec de);ANS nom préféré
04605;56115;chelidonium majus ((Homéopathie));ANS nom préféré
00345;00345    ;chénodésoxycholique (acide) ;ANS nom préféré
00265;54941;china rubra ((Homéopathie));ANS nom préféré
01393;01393    ;chlorambucil;ANS nom préféré
01400;01400    ;chlordiazépoxide;ANS nom préféré
00708;82162    ;chlorhexidine (diacétate de);ANS nom préféré
03778;55237    ;chlorhexidine (digluconate de);ANS nom préféré
33959;33959    ;chlorhexidine (digluconate de), solution de;ANS nom préféré
16661;44412;chlorhydrate d'articaïne;ANS nom préféré
42227;42227    ;chlorhydrate de bupivacaïne anhydre;ANS nom préféré
02245;02245    ;chlormadinone (acétate de);ANS nom préféré
80991;80991    ;chlorméthine;ANS nom préféré
05290;05290    ;chlorméthine (chlorhydrate de);ANS nom préféré
37281;37281    ;chloroallylhexaminium (chlorure de);ANS nom préféré
27368;27368    ;chlorobutanol hémihydraté;ANS nom préféré
01411;01411    ;chlorocrésol;ANS nom préféré
41028;41028    ;chloroprocaïne (chlorhydrate de);ANS nom préféré
21497;21497    ;chloroquine;ANS nom préféré
03779;03779    ;chloroquine (phosphate de);ANS nom préféré
04133;04133    ;chloroquine (sulfate de);ANS nom préféré
03193;03193    ;chlorphénamine (maléate de);ANS nom préféré
01430;01430    ;chlorpromazine;ANS nom préféré
00489;00489    ;chlorpromazine (chlorhydrate de);ANS nom préféré
01433;01433    ;chlorquinaldol;ANS nom préféré
01434;01434    ;chlortalidone;ANS nom préféré
03188;03188    ;chlortétracycline (chlorhydrate de);ANS nom préféré
85054;85054    ;cholécalciférol (concentrat de), forme pulvérulente;ANS nom préféré
03676;45260;cholesterinum ((Homéopathie));ANS nom préféré
03777;03777    ;cholestérol (benzoate de);ANS nom préféré
00767;00767    ;cholique (acide);ANS nom préféré
90495;90495    ;chondroïtine (sulfate de) ;ANS nom préféré
91838;91838    ;choriogonadotropine alfa ;ANS nom préféré
93509;93509    ;chromate (51Cr) de sodium;ANS nom préféré
08190;08630    ;chrome (chlorure de) hexahydraté;ANS nom préféré
15911;15911    ;cibenzoline;ANS nom préféré
27705;27705    ;cibenzoline (succinate de);ANS nom préféré
74522;74522    ;ciclésonide;ANS nom préféré
07289;07289    ;ciclétanine (chlorhydrate de);ANS nom préféré
95914;95914    ;ciclopirox;ANS nom préféré
30911;30911    ;ciclopirox olamine;ANS nom préféré
26649;26649    ;ciclosporine;ANS nom préféré
07823;84219;cicuta virosa ((Homéopathie));ANS nom préféré
59700;61691    ;cilastatine;ANS nom préféré
09129;09129    ;cilastatine sodique;ANS nom préféré
53855;53855    ;cilgavimab ;ANS nom préféré
87503;87503    ;ciltacabtagène autoleucel ;ANS nom préféré
00587;00587    ;cimétidine;ANS nom préféré
81461;81461    ;cinacalcet;ANS nom préféré
97362;97362    ;cinacalcet (chlorhydrate de);ANS nom préféré
04805;04805    ;cinchocaïne (chlorhydrate de);ANS nom préféré
88597;00743    ;cinchonine;ANS nom préféré
25985;98679    ;cinchonine (chlorhydrate de) dihydraté;ANS nom préféré
03666;03666    ;cinéole;ANS nom préféré
03119;03119    ;cinnamaldéhyde;ANS nom préféré
74175;17204    ;cinnamylique (alcool);ANS nom préféré
11650;11650    ;ciprofibrate;ANS nom préféré
66431;66431    ;ciprofloxacine;ANS nom préféré
79482;79482    ;ciprofloxacine (chlorhydrate de);ANS nom préféré
65381;24003    ;ciprofloxacine (sulfate de);ANS nom préféré
62835;62835    ;cisatracurium (bésilate de);ANS nom préféré
00873;00873    ;cisplatine;ANS nom préféré
57088;33926    ;citalopram;ANS nom préféré
29250;29250    ;citalopram (bromhydrate de);ANS nom préféré
54506;54506    ;citalopram (chlorhydrate de);ANS nom préféré
04827;04827    ;citral;ANS nom préféré
00855;64273    ;citrate de potassium;ANS nom préféré
27812;87449    ;citrate de sodium anhydre;ANS nom préféré
50340;50340    ;citrate disodique;ANS nom préféré
50993;50993    ;citrate monopotassique anhydre;ANS nom préféré
00633;16549    ;citrate monosodique;ANS nom préféré
00011;51889    ;citrique (acide);ANS nom préféré
02523;02523    ;citrique (acide) monohydraté;ANS nom préféré
00533;00533    ;citrulline (malate de);ANS nom préféré
97330;97330    ;cladribine;ANS nom préféré
24563;24563    ;clarithromycine;ANS nom préféré
93286;48069    ;clavulanique (acide);ANS nom préféré
12793;34831;clematis vitalba ((Homéopathie));ANS nom préféré
39398;39398    ;clévidipine;ANS nom préféré
00912;00912    ;clidinium (bromure de);ANS nom préféré
48296;29060    ;clindamycine;ANS nom préféré
02963;02963    ;clindamycine (chlorhydrate de);ANS nom préféré
97838;97838    ;clindamycine (chlorhydrate de) hydraté;ANS nom préféré
00917;00917    ;clindamycine (phosphate de);ANS nom préféré
04818;04818    ;clioquinol;ANS nom préféré
00461;00461    ;clobazam;ANS nom préféré
00614;00614    ;clobétasol (propionate de);ANS nom préféré
81716;57132    ;clodronate disodique tetrahydraté;ANS nom préféré
94880;94880    ;clofarabine;ANS nom préféré
77579;77579    ;clofazimine;ANS nom préféré
05334;05334    ;clomifène (citrate de);ANS nom préféré
01493;01493    ;clomipramine (chlorhydrate de);ANS nom préféré
00463;00463    ;clonazépam;ANS nom préféré
00464;00464    ;clonidine (chlorhydrate de);ANS nom préféré
54693;55608    ;clopidogrel;ANS nom préféré
41909;41909    ;clopidogrel (bésilate de);ANS nom préféré
22203;22203    ;clopidogrel (chlorhydrate de);ANS nom préféré
52920;52920    ;clopidogrel (hydrogénosulfate de);ANS nom préféré
01507;01507    ;clorazépate dipotassique;ANS nom préféré
20441;20441    ;clotiazépam;ANS nom préféré
00706;00706    ;clotrimazole;ANS nom préféré
00158;45428    ;clou de girofle (huile essentielle de);ANS nom préféré
13835;13835    ;cloxacilline;ANS nom préféré
74798;74798    ;clozapine;ANS nom préféré
49484;49484    ;cobalt (chlorure de) hexahydraté;ANS nom préféré
04813;04813    ;cobalt (gluconate de);ANS nom préféré
43058;43058    ;cobalt (gluconate de) dihydraté;ANS nom préféré
56996;56996    ;cobicistat;ANS nom préféré
39792;39792    ;cobimétinib;ANS nom préféré
87000;87000    ;cobimétinib (fumarate de);ANS nom préféré
30788;30788    ;cocarboxylase tétrahydraté;ANS nom préféré
24726;51237;coccus cacti ((Homéopathie));ANS nom préféré
00467;00467    ;codéine;ANS nom préféré
03782;03782    ;codéine (camsilate de);ANS nom préféré
04815;04815    ;codéine (chlorhydrate de);ANS nom préféré
25936;19081    ;codéine (phosphate de) anhydre;ANS nom préféré
74765;74765    ;codéine (phosphate de) hémihydraté;ANS nom préféré
12900;19699;coffea cruda ((Homéopathie));ANS nom préféré
44562;27911;coffea tosta ((Homéopathie));ANS nom préféré
00469;00469    ;colchicine;ANS nom préféré
00910;69761;colchicum autumnale ((Homéopathie));ANS nom préféré
01525;90761    ;colécalciférol;ANS nom préféré
01526;01526    ;colestyramine;ANS nom préféré
04822;04822    ;colistiméthate sodique;ANS nom préféré
16278;30655;collinsonia canadensis ((Homéopathie));ANS nom préféré
30561;45980;colocynthis ((Homéopathie));ANS nom préféré
00756;00756    ;colophane;ANS nom préféré
16541;16541    ;complexe sodique sacubitril valsartan hémipentahydraté;ANS nom préféré
29922;29922    ;concentré de protéines coagulables ;ANS nom préféré
54009;54009    ;conestat alfa ;ANS nom préféré
04602;87170;conium maculatum ((Homéopathie));ANS nom préféré
17575;41453;corallium rubrum ((Homéopathie));ANS nom préféré
74919;74919    ;corifollitropine alfa ;ANS nom préféré
85948;85948    ;corticoréline (humaine);ANS nom préféré
97382;97382    ;corticoréline (humaine) synthétique (trifluoroacétate de);ANS nom préféré
00471;00471    ;cortivazol;ANS nom préféré
07374;24356;crataegus oxyacantha ((Homéopathie));ANS nom préféré
31969;31969    ;crisantaspase ;ANS nom préféré
49579;49579    ;crizanlizumab ;ANS nom préféré
46435;46435    ;crizotinib;ANS nom préféré
08910;99425;crocus sativus ((Homéopathie));ANS nom préféré
00473;26539    ;cromoglicate de sodium;ANS nom préféré
30158;30158    ;crospovidone;ANS nom préféré
01533;01533    ;crotamiton;ANS nom préféré
26151;68767;croton tiglium ((Homéopathie));ANS nom préféré
31523;31523    ;cuivre (chlorure de) dihydraté;ANS nom préféré
03192;03192    ;cuivre (gluconate de);ANS nom préféré
18516;18516    ;cuivre (gluconate de) dihydraté;ANS nom préféré
97454;97454    ;cuivre (sulfate de) anhydre;ANS nom préféré
00474;00474    ;cuivre (sulfate de) pentahydraté;ANS nom préféré
00764;66836;cuprum aceticum ((Homéopathie));ANS nom préféré
00763;56007;cuprum metallicum ((Homéopathie));ANS nom préféré
08033;32826;cuprum sulfuricum ((Homéopathie));ANS nom préféré
08846;08846    ;cyamémazine;ANS nom préféré
05760;05760    ;cyamémazine (tartrate de);ANS nom préféré
01539;01539    ;cyanocobalamine;ANS nom préféré
05777;05777    ;cyclopentolate (chlorhydrate de);ANS nom préféré
77405;77405    ;cyclophosphamide anhydre;ANS nom préféré
32109;32109    ;cyproheptadine;ANS nom préféré
03197;03197    ;cyproheptadine (chlorhydrate de);ANS nom préféré
00987;00987    ;cyprotérone (acétate de);ANS nom préféré
00477;67894    ;cystéine;ANS nom préféré
01520;01520    ;cystéine (chlorhydrate de);ANS nom préféré
04326;81880    ;cystine;ANS nom préféré
01574;01574    ;cytarabine;ANS nom préféré
82447;82447    ;dabigatran étexilate;ANS nom préféré
83321;83321    ;dabigatran étexilate (mésilate de);ANS nom préféré
44109;44109    ;dabrafénib;ANS nom préféré
95704;95704    ;dabrafénib (mésilate de);ANS nom préféré
00141;00141    ;dacarbazine;ANS nom préféré
35048;35048    ;dacarbazine (citrate de);ANS nom préféré
77015;77015    ;daclatasvir;ANS nom préféré
35345;35345    ;daclatasvir (dichlorhydrate de);ANS nom préféré
43031;43031    ;dactinomycine;ANS nom préféré
95952;63153    ;dactyle aggloméré (Extrait allergénique de pollen de);ANS nom préféré
56262;56262    ;dalbavancine;ANS nom préféré
72352;72352    ;dalbavancine (chlorhydrate de);ANS nom préféré
62595;62595    ;daltéparine sodique ;ANS nom préféré
24504;32631;damiana ((Homéopathie));ANS nom préféré
70130;70130    ;danaparoïde sodique ;ANS nom préféré
00945;00945    ;danazol;ANS nom préféré
00836;00836    ;dantrolène sodique;ANS nom préféré
50433;50433    ;dapagliflozine;ANS nom préféré
41338;41338    ;dapagliflozine propanediol monohydraté;ANS nom préféré
27287;27287    ;dapoxétine;ANS nom préféré
83503;83503    ;dapoxétine (chlorhydrate de);ANS nom préféré
05525;05525    ;dapsone;ANS nom préféré
46167;46167    ;daptomycine;ANS nom préféré
50681;50681    ;daratumumab ;ANS nom préféré
24625;24625    ;darolutamide;ANS nom préféré
28847;28847    ;darunavir;ANS nom préféré
39005;39005    ;darunavir (éthanolate de);ANS nom préféré
34781;34781    ;darunavir propylèneglycol;ANS nom préféré
51263;51263    ;darvadstrocel ;ANS nom préféré
44781;44781    ;dasabuvir;ANS nom préféré
47615;47615    ;dasabuvir sodique monohydraté;ANS nom préféré
71041;71041    ;dasatinib;ANS nom préféré
19755;19755    ;dasatinib monohydraté;ANS nom préféré
54643;54643    ;daunorubicine;ANS nom préféré
01578;01578    ;daunorubicine (chlorhydrate de);ANS nom préféré
54962;54962    ;décitabine;ANS nom préféré
87487;87487    ;déférasirox;ANS nom préféré
95296;95296    ;défériprone;ANS nom préféré
01584;01584    ;déféroxamine (mésilate de);ANS nom préféré
68391;68391    ;défibrotide ;ANS nom préféré
70453;70453    ;dégarélix;ANS nom préféré
93978;93978    ;dégarélix (acétate de);ANS nom préféré
29299;29299    ;délafloxacine;ANS nom préféré
91629;91629    ;délafloxacine méglumine;ANS nom préféré
43009;43009    ;délamanid;ANS nom préféré
70512;73193    ;déméclocycline;ANS nom préféré
01593;01593    ;déméclocycline (chlorhydrate de);ANS nom préféré
51765;51765    ;dénosumab ;ANS nom préféré
05284;05284    ;déqualinium (chlorure de);ANS nom préféré
90481;48451    ;dérisomaltose ferrique;ANS nom préféré
72602;72602    ;desflurane;ANS nom préféré
65948;65948    ;desloratadine;ANS nom préféré
45293;45293    ;desmopressine;ANS nom préféré
13582;13582    ;desmopressine (acétate de) trihydraté;ANS nom préféré
27380;27380    ;désogestrel;ANS nom préféré
03540;03540    ;désonide;ANS nom préféré
05291;05291    ;désoxyribonucléase;ANS nom préféré
01608;01608    ;dexaméthasone;ANS nom préféré
03673;03673    ;dexaméthasone (acétate de);ANS nom préféré
04429;04429    ;dexaméthasone (métasulfobenzoate sodique de);ANS nom préféré
73377;83795    ;dexaméthasone (phosphate de);ANS nom préféré
03675;03675    ;dexaméthasone (phosphate sodique de);ANS nom préféré
03218;03218    ;dexchlorphéniramine (maléate de);ANS nom préféré
30646;30646    ;dexkétoprofène;ANS nom préféré
93236;93236    ;dexkétoprofène trométamol;ANS nom préféré
76710;76710    ;dexmédétomidine;ANS nom préféré
02201;02201    ;dexpanthénol;ANS nom préféré
31269;31269    ;dexrazoxane;ANS nom préféré
44152;44152    ;dexrazoxane (chlorhydrate de);ANS nom préféré
03229;03229    ;dextrométhorphane (bromhydrate de);ANS nom préféré
77060;77060    ;diacéréine;ANS nom préféré
03671;03671    ;diastase de l'orge germée;ANS nom préféré
01637;01637    ;diazépam;ANS nom préféré
01639;01639    ;diazoxide;ANS nom préféré
94208;94208    ;dibenzothiazole (disulfure de);ANS nom préféré
43730;43730    ;dibotermine alfa ;ANS nom préféré
03152;03152    ;dichlorobenzylique (alcool);ANS nom préféré
94194;35074    ;dichromate de potassium;ANS nom préféré
36592;36592    ;diclofénac;ANS nom préféré
99970;99970    ;diclofénac (épolamine de);ANS nom préféré
22364;24308    ;diclofénac de diéthylamine;ANS nom préféré
00037;00037    ;diclofénac sodique;ANS nom préféré
10627;10627    ;didanosine;ANS nom préféré
49665;49665    ;diénogest;ANS nom préféré
67572;67572    ;diéthylamine;ANS nom préféré
38299;38299    ;diéthylcarbamazine;ANS nom préféré
01662;01662    ;diéthylcarbamazine (citrate de);ANS nom préféré
65684;94040    ;diéthyldithiocarbamate de zinc;ANS nom préféré
01663;01663    ;diéthylstilbestrol;ANS nom préféré
00817;00817    ;diflucortolone (valérate de);ANS nom préféré
00114;00114    ;difluprednate;ANS nom préféré
03096;39343;digitalis purpurea ((Homéopathie));ANS nom préféré
01672;01672    ;digoxine;ANS nom préféré
94174;94174    ;dihydralazine (mésilate de);ANS nom préféré
99154;99154    ;dihydrocodéine;ANS nom préféré
06987;54887    ;dihydrocodéine (hydrogénotartrate de);ANS nom préféré
03790;03790    ;dihydroergotamine (mésilate de);ANS nom préféré
00915;00915    ;diltiazem (chlorhydrate de);ANS nom préféré
01691;15994    ;diménhydrinate;ANS nom préféré
01695;01695    ;dimercaprol;ANS nom préféré
02969;02969    ;diméticone;ANS nom préféré
26834;26834    ;dinoprostone;ANS nom préféré
54035;54035    ;dinutuximab bêta ;ANS nom préféré
09414;09414    ;diosmectite;ANS nom préféré
00769;00769    ;diosmine;ANS nom préféré
37135;37135    ;dipentaméthylènethiurame (disulfure de);ANS nom préféré
