Code_CIS;Num_Element;Forme_Phar_Element;Nom_Element;Nom_Nature;Reference_dosage;Code_Substance;numOrdreEdit;Dosage
69539377;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;23247;1;7,5 mg
69537839;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;53450;1;2,50 mg
69537376;1;lyophilisat;lyophilisat;Fractions thérapeutiques.;pour un flacon;02361;1;20 mg
69537173;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;20950;1;40 mg
69537091;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;29404;1;4 mg
69536979;1;comprimé;comprimé;Fractions thérapeutiques.;pour un commprimé;04090;2;43,75 mg pour un comprimé
69531658;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;38193;1;400 mg
69522794;1;solution;solution;Fractions thérapeutiques.;pour 100 ml;76119;1;18,60 mg
69522513;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;10 mg pour un comprimé
69520448;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;36192;1;500 mg pour un comprimé
69520003;1;vernis à ongles;vernis à ongles;Fractions thérapeutiques.;pour 100 ml;26590;1;5 g
69518205;1;poudre;poudre;Fractions thérapeutiques.;pour une dose;57781;2;50 microgrammes pour une dose
69515077;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;1,669 mg
69514954;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;65817;1;40 mg
69512818;1;collyre;collyre;Fractions thérapeutiques.;pour 0,25 ml;15009;1;0,625 mg
69505624;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;32627;1;10 mg pour un comprimé
69505268;1;suspension;suspension;Fractions thérapeutiques.;pour une dose;57781;1;25 microgrammes pour une dose
69504052;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;81461;1;90 mg
69503274;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;54015;1;10 mg pour une gélule
69501782;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;39727;1;5 mg
69501597;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;82384;1;1500 mg
69501476;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;00622;6;1650 UI pour une gélule
69501024;1;collyre;collyre;Fractions thérapeutiques.;pour 100 ml;66431;1;0,300 g
69498681;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;1;5 mg pour un comprimé
69498222;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;62155;1;4 mg pour un comprimé
69497921;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89551;1;100,00 mg
69496132;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;20 mg
69493182;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;05248;1;1 g pour un flacon
69493182;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;93286;2;200 mg pour un flacon
69492618;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;20740;1;50 mg pour un comprimé
69489433;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;05248;1;1 g
69489216;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17477;1;100 microgrammes pour un comprimé
69486152;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;81234;1;500 mg
69485328;1;solution;solution;Fractions thérapeutiques.;pour une seringue pré-remplie;89266;1;6,0 mg
69484781;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;32833;1;24 mg pour une gélule
69481664;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;29337;1;245 mg
69476418;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;390 mg
69475939;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;1,6975 mg
69473265;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33207;1;5 mg pour un comprimé
69473009;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;1;10 mg pour un comprimé
69472124;1;poudre;poudre;Fractions thérapeutiques.;pour une ampoule;00971;1;3 mg pour une ampoule
69471136;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17561;1;1 mg
69469719;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;76589;1;0,5 mg pour un comprimé
69466146;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;40 mg pour un comprimé
69465172;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17477;1;200 microgrammes pour un comprimé
69461099;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;63130;1;200 mg
69458263;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;54459;1;2 mg pour un comprimé
69458135;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;77086;1;0,5 mg pour une gélule
69458053;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;10 mg
69457752;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;02092;1;200 mg
69457211;1;crème;crème;Fractions thérapeutiques.;pour 100 g de crème;11144;1;0,8600 g
69456091;1;collyre;collyre;Fractions thérapeutiques.;pour 100 ml de solution;23918;1;0,05 g pour 100 ml de solution
69454261;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;73219;1;29 mg
69452417;1;solution;solution;Fractions thérapeutiques.;pour 1 mL;56635;1;20 mg pour 1 mL
69451151;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;20 mg pour un comprimé
69448326;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon de poudre;35232;1;1 g pour un flacon de poudre
69448283;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;390 mg
69447459;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;87533;1;20 mg pour un comprimé
69445593;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;93678;15;55,71 mg
69443966;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;27570;1;150 mg
69443806;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon de 2,6 g;49416;2;2,000 g pour un flacon
69443560;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;27707;1;1 g pour un flacon
69441755;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;17407;1;40 mg pour une gélule
69440226;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;57088;1;20 mg pour un comprimé
69427168;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;26322;1;37,5 mg pour une gélule
69426155;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;55222;1;112 mg
69426034;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;49385;1;500 mg
69426034;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;59700;2;500 mg
69424909;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35166;1;10 mg pour un comprimé
69424492;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;38524;1;20 mg pour un comprimé
69424357;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon de poudre;02361;1;1000,00 mg
69423935;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;36874;1;450 mg pour un comprimé
69422609;1;solution;solution;Fractions thérapeutiques.;pour 1 ml;42537;1;2 mg
69422057;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;62155;1;0,250 mg pour un comprimé
69416855;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;05248;1;2 g
69414886;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33207;1;10 mg pour un comprimé
69414103;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;5 mg pour un comprimé
69414046;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;64851;2;0,367 mg
69413460;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;26322;1;75 mg
69410884;1;solution;solution;Fractions thérapeutiques.;pour 100 ml;86070;1;0,273 g
69410877;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33617;1;200 mg pour un comprimé
69407386;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;72101;1;30 mg
69393253;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;2;3,34 mg
69392468;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35166;1;20 mg
69391170;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;13835;1;500 mg pour une gélule
69388669;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;57088;2;20,00 mg
69386789;1;gel;gel;Fractions thérapeutiques.;pour 100 g de gel;00037;1;1 g
69386458;1;solution;solution;Fractions thérapeutiques.;pour 1 ml;93168;1;1 mg pour 1 ml
69385242;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;1,669 mg
69382374;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;32833;1;8 mg pour une gélule
69382100;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;49632;1;300 mg pour un comprimé
69381938;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33207;1;5 mg pour un comprimé
69381411;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;71041;1;140 mg pour un comprimé
69381048;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72723;1;500,00 mg
69379595;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;12225;1;31,13 mg
69377174;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;40 mg pour un comprimé
69376535;1;suspension;suspension;Fractions thérapeutiques.;pour une dose;57781;2;25 microgrammes pour une dose
69373521;1;vernis à ongles;vernis à ongles;Fractions thérapeutiques.;pour 100 ml;26590;1;5 g
69371748;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;67717;1;25 mg
69358697;1;pommade;pommade;Fractions thérapeutiques.;pour 100 g;66431;1;0,30 g pour 100 g
69355498;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04090;2;43,75 mg
69351293;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;90673;1;10 mg pour 1 ml de solution
69349673;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;62155;1;2 mg pour un comprimé
69347302;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;72101;1;60 mg pour une gélule
69347028;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;26322;1;75 mg
69343268;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;49595;1;2 g pour un flacon
69342796;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;98937;2;10 mg
69341566;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;94037;1;2,00 mg pour un comprimé
69340304;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;73705;1;400 mg
69337589;1;pommade;pommade;Fractions thérapeutiques.;pour 100 g;01261;1;0,050 g
69337265;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;64438;1;91,6 mg
69335086;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;05248;1;500 mg pour une gélule
69329539;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;80 mg
69329044;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;10 mg
69326767;1;collyre;collyre;Fractions thérapeutiques.;pour 1 g de solution;96035;1;14,3 mg
69325964;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;05248;1;500 mg pour un flacon
69325964;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;93286;2;50 mg pour un flacon
69325747;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 1 ml;01080;1;0,250 mg
69320216;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;10 mg pour un comprimé
69316285;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;83912;1;9,4 mg
69314170;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;51891;1;20 mg pour un comprimé
69310332;1;solution;solution;Fractions thérapeutiques.;pour une seringue préremplie de 0,4 ml;02345;1;20 mg pour une seringue préremplie de 0,4 ml
69309547;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72723;1;500 mg
69307610;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72550;1;7,5 mg
69307585;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;10 mg pour un comprimé
69301034;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;99868;1;1 mg pour un flacon
69298093;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39704;1;2,5 mg
69294611;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;780 mg
69293057;1;solution;solution;Fractions thérapeutiques.;pour un récipient unidose de 2 ml;80978;1;0,5 mg pour un récipient unidose de 2 ml
69289176;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;2;20 mg pour un comprimé
69288409;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;20740;1;100 mg pour un comprimé
69288373;1;capsule;capsule;Fractions thérapeutiques.;pour une capsule;52118;1;100 microgrammes pour une capsule
69284777;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;62155;1;8 mg pour un comprimé
69281126;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17407;1;20 mg
69279221;1;solution;solution;Fractions thérapeutiques.;pour un flacon de 0,5 ml;67473;1;2,5 mg pour un flacon de 0,5 ml
69278991;2;solution;compartiment de la solution de glucose;Fractions thérapeutiques.;pour 155 ml de solution de glucose;00529;26;77,5 g
69278991;1;solution;compartiment des acides aminés;Fractions thérapeutiques.;pour 221 ml de solution d'acides aminés;00563;10;1,42 g
69278991;1;solution;compartiment des acides aminés;Fractions thérapeutiques.;pour 221 ml de solution d'acides aminés;03946;12;0,32 g
69278297;1;solution;solution;Fractions thérapeutiques.;pour une ampoule;18747;1;50,00 mg pour un ml
69276232;1;solution;solution;Fractions thérapeutiques.;pour 100 ml de solution pour perfusion;00529;1;30 g
69267482;1;poudre;poudre;Fractions thérapeutiques.;pour une seringue préremplie de poudre pour solution injectable;07277;1;41,7 mg
69266996;1;poudre;poudre;Fractions thérapeutiques.;pour 1 ml de suspension reconstituée;05248;1;100 mg pour 1 ml de suspension reconstituée
69266996;1;poudre;poudre;Fractions thérapeutiques.;pour 1 ml de suspension reconstituée;93286;2;12,5 mg pour 1 ml de suspension reconstituée
69266583;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;2;10 mg
69266583;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;6,79 mg
69265638;1;comprimé;comprimé;Fractions thérapeutiques.;pour comprimé;80102;1;4 mg pour un comprimé
69264461;1;solution;solution;Fractions thérapeutiques.;pour une poche de 200 ml;66431;1;400 mg pour une poche de 200 ml
69260153;1;granulés;granulés;Fractions thérapeutiques.;pour un sachet;50058;1;100 mg
69258056;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;19757;1;1 g pour un flacon
69256767;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;05248;1;500 mg pour un comprimé
69256767;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;93286;2;62,5 mg pour un comprimé
69253041;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;53450;2;5 mg
69248642;1;pastille;pastille;Fractions thérapeutiques.;pour une pastille;94037;1;1,5 mg
69248005;1;solution;solution;Fractions thérapeutiques.;pour 5 ml de solution injectable;34855;1;100 mg
69245055;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;79190;1;50,0 mg
69244971;1;solution;solution;Fractions thérapeutiques.;pour 100 ml de solution;62114;1;27,932 g pour 100 ml de solution
69244163;1;vernis à ongles;vernis à ongles;Fractions thérapeutiques.;pour 100 ml;26590;1;5 g
69244131;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;29337;3;245 mg
69243759;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;81723;1;10 mg
69243410;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;93678;1;56 mg
69243168;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution injectable;42124;1;0,17 mg
69242155;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01525;2;140 microgrammes (5 600 UI) pour un comprimé
69242155;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35532;1;70 mg pour un comprimé
69240866;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;62155;1;2 mg pour un comprimé
69239390;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;38447;2;1 g pour un flacon
69236138;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;81461;1;60 mg
69235837;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01745;1;250 mg
69235506;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;56421;1;25 mg pour un comprimé
69233925;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;96697;1;2 mg pour un comprimé
69233747;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;49334;1;0,1500 g
69225978;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;29335;1;12,5 mg pour une gélule
69223308;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 2 ml;51332;4;0,0726 mg
69223308;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 2 ml;64114;3;0,0728 mg
69220333;1;collyre;collyre;Fractions thérapeutiques.;pour 1 mL de collyre en solution;15009;2;5 mg pour 1 mL de collyre en solution
69218161;1;solution;solution;Fractions thérapeutiques.;pour 1 ml;30272;2;1340 mmol
69214519;1;poudre;poudre;Fractions thérapeutiques.;pour une dose;57781;2;50 microgrammes pour une dose
69213011;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;46472;1;400 mg
69211811;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;64818;1;1 mg pour un comprimé
