Code_ CIS;Nom_Specialite;Statut_AMM;Code_Statut;Date_AMM;Date_Auto;Date_fin_statut_actif_AMM;Procedure;Code_Procedure;Lib_ATC;Code_ATC
60123363;FINASTERIDE ACCORD 5 mg, comprimé pelliculé;Actif;1;20/01/2009;;;Procédure décentralisée;32;Finastéride;G04CB01
60123979;KETOPROFENE SANDOZ 2,5 %, gel;Archivé;3;03/05/2002;;16/10/2018;Procédure nationale;1;Kétoprofène;M02AA10
60124020;INTEGRILIN 2 mg/ml, solution injectable;Actif;1;01/07/1999;;;Procédure centralisée;20;Eptifibatide;B01AC16
60124472;PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE ARROW 4 mg/10 mg, comprimé;Actif;1;20/11/2020;;;Procédure décentralisée;32;Périndopril et amlodipine;C09BB04
60124999;CLOPIDOGREL ZF 75 mg, comprimé pelliculé;Actif;1;24/07/2012;;;Procédure nationale;1;Clopidogrel;B01AC04
60125777;CYAMEMAZINE VIATRIS 100 mg, comprimé pelliculé sécable;Actif;1;28/11/2018;;;Procédure nationale;1;Cyamémazine;N05AA06
60126377;ACICLOVIR VIATRIS 5 %, crème;Actif;1;21/01/2003;;;Procédure nationale;1;Aciclovir;D06BB03
60126594;OLANZAPINE VIATRIS 5 mg, comprimé orodispersible;Actif;1;25/03/2015;;;Procédure décentralisée;32;Olanzapine;N05AH03
60126612;VIABORPAX, comprimé orodispersible;Actif;1;29/05/2017;20/10/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
60126982;SOLIFENACINE ACCORD 5 mg, comprimé pelliculé;Actif;1;01/08/2018;;;Procédure décentralisée;32;Solifénacine;G04BD08
60127671;PEPSANE, capsule;Actif;1;28/05/1996;;;Procédure nationale;1;AUTRES MÉDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTRO-INTESTINAUX;A03AX
60128339;SOLIFENACINE CRISTERS 10 mg, comprimé pelliculé;Actif;1;21/11/2018;;;Procédure nationale;1;Solifénacine;G04BD08
60129665;IBUPROFENE SANDOZ 400 mg, comprimé enrobé;Actif;1;28/10/1998;;;Procédure nationale;1;Ibuprofène;M01AE01
60129957;METOJECT 17,5 mg/0,35 ml, solution injectable en stylo prérempli;Actif;1;14/09/2015;;;Procédure décentralisée;32;Méthotrexate;L04AX03
60130062;FORMODUAL 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé;Actif;1;23/07/2007;;;Procédure de reconnaissance mutuelle;21;Formotérol et béclométasone;R03AK08
60130386;INOTYOL, pommade;Actif;1;13/09/1995;27/12/1973;;Procédure nationale;1;AUTRES EMOLLIENTS ET PROTECTEURS;D02AX
60130742;NAFTIDROFURYL TEVA 200 mg, comprimé pelliculé;Archivé;3;30/07/2004;;11/08/2022;Procédure nationale;1;Naftidrofuryl;C04AX21
60130906;LOSARTAN ZENTIVA 50 mg, comprimé pelliculé;Actif;1;28/08/2009;;;Procédure décentralisée;32;Losartan;C09CA01
60131132;XELEVIA 50 mg, comprimé pelliculé;Actif;1;21/03/2007;;;Procédure centralisée;20;Sitagliptine;A10BH01
60131805;ROPIVACAÏNE KABI 2 mg/ml, solution injectable en ampoule;Actif;1;22/11/2010;;;Procédure décentralisée;32;Ropivacaïne;N01BB09
60132330;KEPPRA 100 mg/ml, solution buvable;Actif;1;03/03/2003;;;Procédure centralisée;20;Lévétiracétam;N03AX14
60132572;CRISTAL NOURRISSONS, suppositoire;Actif;1;29/11/1990;;;Procédure nationale;1;Glycérol;A06AX01
60132743;RETROVIR 10 mg/ml, solution à diluer pour perfusion;Actif;1;13/10/1987;;;Procédure de reconnaissance mutuelle;21;Zidovudine;J05AF01
60133432;TUSSIDANE 30 mg, comprimé pelliculé sécable;Actif;1;04/04/2011;;;Procédure nationale;1;Dextrométhorphane;R05DA09
60133973;TAMSULOSINE ZYDUS FRANCE LP 0,4 mg, gélule à libération prolongée;Actif;1;16/01/2006;;;Procédure de reconnaissance mutuelle;21;Tamsulosine;G04CA02
60135981;LUMIGAN 0,3 mg/ml, collyre en solution;Actif;1;08/03/2002;;;Procédure centralisée;20;Bimatoprost;S01EE03
60136439;ARIPIPRAZOLE SANDOZ 15 mg, comprimé;Actif;1;20/08/2015;;;Procédure centralisée;20;Aripiprazole;N05AX12
60137021;LACOSAMIDE ACCORD 10 mg/mL, solution pour perfusion;Actif;1;22/11/2021;;;Procédure centralisée;20;Lacosamide;N03AX18
60139257;RACECADOTRIL BIOGARAN CONSEIL 100 mg, gélule;Actif;1;23/04/2015;;;Procédure nationale;1;Racécadotril;A07XA04
60139563;ESCITALOPRAM ZENTIVA 5 mg, comprimé pelliculé;Actif;1;09/04/2014;;;Procédure décentralisée;32;Escitalopram;N06AB10
60140010;CASPOFUNGINE STRAGEN 50 mg, poudre pour solution à diluer pour perfusion;Actif;1;16/03/2017;;;Procédure décentralisée;32;Caspofungine;J02AX04
60140882;ARIPIPRAZOLE TEVA 10 mg, comprimé orodispersible;Actif;1;14/02/2017;;;Procédure décentralisée;32;Aripiprazole;N05AX12
60141614;FÉBUXOSTAT ARROW 120 mg, comprimé pelliculé;Actif;1;24/01/2019;;;Procédure décentralisée;32;Fébuxostat;M04AA03
60142043;LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg, comprimé pelliculé;Actif;1;04/06/2008;;;Procédure nationale;1;Losartan et diurétiques;C09DA01
60143654;ERLOTINIB BIOGARAN 150 mg, comprimé pelliculé;Actif;1;02/05/2018;;;Procédure décentralisée;32;Erlotinib;L01EB02
60144464;ROPINIROLE ARROW LP 4 mg, comprimé pelliculé à libération prolongée;Actif;1;04/02/2015;;;Procédure décentralisée;32;Ropinirole;N04BC04
60145580;SIMVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé sécable;Actif;1;04/05/2009;;;Procédure nationale;1;Simvastatine;C10AA01
60145801;PANTOPRAZOLE BOUCHARA-RECORDATI 20 mg, comprimé gastro-résistant;Archivé;3;27/11/2008;;20/12/2022;Procédure nationale;1;Pantoprazole;A02BC02
60148110;VILDAGLIPTINE/METFORMINE EG 50 mg/1000 mg, comprimé pelliculé;Actif;1;23/09/2021;;;Procédure décentralisée;32;Metformine et vildagliptine;A10BD08
60148167;MOZOBIL 20 mg/ml, solution pour injection;Actif;1;31/07/2009;;;Procédure centralisée;20;Plérixafor;L03AX16
60148893;LANTHANE VIATRIS 1000 mg, comprimé à croquer;Actif;1;08/01/2021;;;Procédure décentralisée;32;Carbonate de lanthane;V03AE03
60149276;EPHEDRINE AGUETTANT 3 mg/ml, solution injectable en seringue préremplie;Actif;1;28/07/2003;;;Procédure nationale;1;Ephédrine;C01CA26
60150015;RAVICTI 1,1 g/ml, liquide oral;Actif;1;27/11/2015;;;Procédure centralisée;20;Phénylbutyrate de glycérol;A16AX09
60150232;FOSFOCINE 4 g I.V., poudre pour solution pour perfusion;Actif;1;18/07/1983;31/01/1979;;Procédure nationale;1;Fosfomycine;J01XX01
60150467;DONEPEZIL ARROW GENERIQUES 5 mg, comprimé orodispersible;Archivé;3;06/09/2012;;06/12/2021;Procédure nationale;1;Donépézil;N06DA02
60150638;REKAMBYS 900 mg, suspension injectable à libération prolongée;Actif;1;17/12/2020;;;Procédure centralisée;20;Rilpivirine;J05AG05
60150830;DIAMICRON 60 mg, comprimé sécable à libération modifiée;Archivé;3;21/05/2013;;01/01/2021;Autorisation d'importation parallèle;31;Gliclazide;A10BB09
60151124;MEMANTINE ARROW LAB 10 mg, comprimé pelliculé sécable;Actif;1;10/03/2014;;;Procédure décentralisée;32;Mémantine;N06DX01
60151544;AMOXICILLINE ALMUS 1 g, comprimé dispersible;Actif;1;01/08/2018;;;Procédure décentralisée;32;Amoxicilline;J01CA04
60151697;OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable;Actif;1;25/04/2003;;;Procédure nationale;1;Ofloxacine;J01MA01
60151843;ACIDE TRANEXAMIQUE VIATRIS SANTE 0,5 g/ 5 mL, solution injectable;Actif;1;10/01/2018;;;Procédure décentralisée;32;Acide tranéxamique;B02AA02
60152411;TRAMADOL/PARACETAMOL KRKA 37,5 mg/325 mg, comprimé pelliculé;Actif;1;26/04/2013;;;Procédure décentralisée;32;Tramadol et paracétamol;N02AJ13
60152436;HAVRIX NOURRISSONS ET ENFANTS 720 U/0,5 ml, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé);Actif;1;06/08/1998;;;Procédure nationale;1;Hépatite A, virus entier inactivé;J07BC02
60152607;BETNESOL 4 mg/1 ml, solution injectable;Actif;1;20/11/1997;01/12/1968;;Procédure nationale;1;Bétaméthasone;H02AB01
60153239;ALFALASTIN 33,33 mg/mL, poudre et solvant pour solution injectable;Actif;1;08/07/2005;;;Procédure nationale;1;Alfa 1 antitrypsine;B02AB02
60154017;REPAGLINIDE SANDOZ 0,5 mg, comprimé;Actif;1;26/07/2010;;;Procédure décentralisée;32;Répaglinide;A10BX02
60154024;TRIMETAZIDINE EG 35 mg, comprimé pelliculé à libération modifiée;Actif;1;30/05/2007;;;Procédure nationale;1;Trimétazidine;C01EB15
60154309;CREME AU CALENDULA, crème;Actif;1;19/04/2010;12/06/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
60154743;TADALAFIL ALTER 10 mg, comprimé pelliculé;Actif;1;16/10/2017;;;Procédure décentralisée;32;Tadalafil;G04BE08
60155329;DUPHALAC 10 g/15 ml, solution buvable en sachet;Actif;1;22/12/1986;;;Procédure nationale;1;Lactulose;A06AD11
60155667;ETOPOSIDE TEVA 200 mg/10 ml, solution injectable pour perfusion;Actif;1;20/05/1996;;;Procédure nationale;1;Etoposide;L01CB01
60155788;ZOLOFT 25 mg, gélule;Actif;1;27/11/2000;;;Procédure nationale;1;Sertraline;N06AB06
60156089;BICALUTAMIDE ALMUS 50 mg, comprimé pelliculé;Actif;1;14/05/2008;;;Procédure nationale;1;Bicalutamide;L02BB03
60156413;ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg, comprimé pelliculé;Actif;1;06/07/2018;;;Procédure nationale;1;Enalapril et lercanidipine;C09BB02
60158147;DICLOFENAC VIATRIS 1 %, gel;Actif;1;25/01/2008;;;Procédure nationale;1;Diclofénac;M02AA15
60159128;ENALAPRIL EG 5 mg, comprimé sécable;Actif;1;31/05/2001;;;Procédure nationale;1;Enalapril;C09AA02
60160479;IVABRADINE ZENTIVA 5 mg, comprimé pelliculé;Actif;1;11/11/2016;;;Procédure centralisée;20;Ivabradine;C01EB17
60160707;DEROXAT 20 mg, comprimé pelliculé sécable;Actif;1;24/06/1992;;;Procédure de reconnaissance mutuelle;21;Paroxétine;N06AB05
60160835;SEVELAMER CARBONATE ARROW 800 mg, comprimé pelliculé;Actif;1;16/11/2017;;;Procédure nationale;1;Sévélamer;V03AE02
60161143;TRIATEC 10 mg, comprimé sécable;Actif;1;07/02/2003;;;Procédure de reconnaissance mutuelle;21;Ramipril;C09AA05
60162494;SKUDEXUM 75 mg/25 mg, comprimé pelliculé;Actif;1;11/04/2016;;;Procédure décentralisée;32;Tramadol et dexkétoprofène;N02AJ14
60165394;PREGABALINE CRISTERS PHARMA 25 mg, gélule;Actif;1;07/09/2015;;;Procédure décentralisée;32;Prégabaline;N02BF02
60165857;MANIDIPINE BIOGARAN 10 mg, comprimé;Actif;1;07/06/2010;;;Procédure décentralisée;32;Manidipine;C08CA11
60166980;FLUVASTATINE EVOLUGEN 20 mg, gélule;Archivé;3;20/06/2013;;12/11/2018;Procédure nationale;1;Fluvastatine;C10AA04
60168465;RAMIPRIL KRKA 5 mg, comprimé;Actif;1;17/07/2013;;;Procédure décentralisée;32;Ramipril;C09AA05
60168515;NEORECORMON 30 000 UI, solution injectable en seringue préremplie;Actif;1;23/02/2004;;;Procédure centralisée;20;Erythropoïétine;B03XA01
60170046;PARACETAMOL BIOGARAN 500 mg, comprimé effervescent;Actif;1;24/02/2003;;;Procédure nationale;1;Paracétamol;N02BE01
60170224;OLANZAPINE CRISTERS PHARMA 10 mg, comprimé;Actif;1;09/10/2009;;;Procédure décentralisée;32;Olanzapine;N05AH03
60172339;ISOCARD, solution sublinguale en flacon pulvérisateur;Actif;1;10/12/1986;;;Procédure nationale;1;Dinitrate d'isosorbide;C01DA08
60173964;NAUSICALM ADULTES 50 mg, gélule;Actif;1;24/12/1984;;;Procédure nationale;1;AUTRES ANTI-ÉMÉTIQUES;A04AD
60175591;REBLOZYL 25 mg, poudre pour solution injectable;Actif;1;25/06/2020;;;Procédure centralisée;20;Luspatercept;B03XA06
60175716;IPRATROPIUM AGUETTANT ADULTES 0,5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose;Actif;1;20/12/2002;;;Procédure nationale;1;Bromure d'ipratropium;R03BB01
60175972;PILOCARPINE 2 POUR CENT FAURE, collyre en solution en récipient unidose;Actif;1;31/12/1980;;;Procédure nationale;1;Pilocarpine;S01EB01
60176597;VORAXAZE 1000 unités, poudre pour solution injectable;Actif;1;11/01/2022;;;Procédure centralisée;20;Glucarpidase;V03AF09
60177044;AMIODARONE SUN 200 mg, comprimé sécable;Actif;1;12/03/2001;;;Procédure nationale;1;Amiodarone;C01BD01
60177628;L 28, solution buvable en gouttes;Actif;1;27/06/2019;01/06/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
60177724;TEPADINA 15 mg, poudre pour concentré pour solution pour perfusion;Actif;1;15/03/2010;;;Procédure centralisée;20;Thiotépa;L01AC01
60178609;TRAVOPROST/TIMOLOL BIOGARAN 40 microgrammes/mL + 5 mg/mL, collyre en solution;Actif;1;12/09/2017;;;Procédure nationale;1;Timolol en association;S01ED51
60178712;CHLORHYDRATE DE PROCAINE BIOSTABILEX 2 mg/ml, solution injectable;Archivé;3;17/02/1998;21/08/1971;15/07/2019;Procédure nationale;1;Procaïne;N01BA02
60179839;FENTANYL BIOGARAN 200 microgrammes, comprimé sublingual;Actif;1;14/01/2021;;;Procédure nationale;1;Fentanyl;N02AB03
60180720;RAMIPRIL SANDOZ 10 mg, comprimé sécable;Actif;1;05/04/2005;;;Procédure nationale;1;Ramipril;C09AA05
60181231;VELETRI 1,5 mg, poudre et solvant pour solution pour perfusion;Actif;1;20/12/2013;;;Procédure décentralisée;32;Epoprosténol;B01AC09
60181402;NORADRENALINE (TARTRATE) RENAUDIN 0,5 mg/mL, solution pour perfusion;Actif;1;06/06/2013;;;Procédure nationale;1;Norépinéphrine;C01CA03
60181733;XYLOCAINE 10 mg/ml SANS CONSERVATEUR, solution injectable;Actif;1;06/12/1995;15/07/1949;;Procédure nationale;1;Lidocaïne;N01BB02
60182237;ALVERINE/SIMETICONE MAYOLY SPINDLER 60 mg/300 mg, capsule molle;Actif;1;16/10/2015;;;Procédure nationale;1;Alvérine en association;A03AX58
60182486;BICARBONATE DE SODIUM BAXTER A 1,4 %, solution injectable pour perfusion en poche;Actif;1;20/09/1991;;;Procédure nationale;1;Electrolytes;B05BB01
60182657;FRAXODI 11 400 U.I. Axa/0,6 ml, solution injectable (S.C.) en seringue pré-remplie;Actif;1;06/05/1998;;;Procédure nationale;1;Nadroparine;B01AB06
60183061;NephroMAG 0,2 mg, trousse pour préparation pharmaceutique;Actif;1;20/09/2006;;;Procédure de reconnaissance mutuelle;21;Mertiatide-technétium (99mTc);V09CA03
60184188;DEPAKINE 500 mg, comprimé gastro-résistant;Actif;1;01/10/1986;12/11/1975;;Procédure nationale;1;Acide valproïque;N03AG01
60184590;CRESEMBA 200 mg, poudre pour solution à diluer pour perfusion;Actif;1;15/10/2015;;;Procédure centralisée;20;Isavuconazole;J02AC05
60185201;RAMIPRIL VIATRIS 10 mg, comprimé sécable;Actif;1;02/09/2005;;;Procédure nationale;1;Ramipril;C09AA05
60186552;GELOFUSINE 40 mg/mL, solution pour perfusion;Actif;1;11/12/1991;;;Procédure nationale;1;Gélatines;B05AA06
60186584;LORMETAZEPAM ARROW 2 mg, comprimé sécable;Actif;1;22/11/2013;;;Procédure de reconnaissance mutuelle;21;Lormétazépam;N05CD06
60187348;COVERAM 10 mg/5 mg, comprimé;Actif;1;24/11/2014;;;Autorisation d'importation parallèle;31;Périndopril et amlodipine;C09BB04
60187501;FENOFIBRATE CRISTERS PHARMA 200 mg, gélule;Actif;1;20/11/2008;;;Procédure nationale;1;Fénofibrate;C10AB05
60192594;FUROSEMIDE ARROW 40 mg, comprimé sécable;Actif;1;30/07/2004;;;Procédure nationale;1;Furosémide;C03CA01
60195010;UNIFLOX, comprimé pelliculé sécable;Actif;1;16/09/1993;;;Procédure nationale;1;Ciprofloxacine;J01MA02
60195156;BENZATHINE BENZYLPENICILLINE SANDOZ 1,2 MUI, poudre et solvant pour suspension injectable (IM);Actif;1;07/11/2014;;;Procédure de reconnaissance mutuelle;21;Benzathine benzylpénicilline;J01CE08
60195398;VERCYTE 25 mg, comprimé;Actif;1;25/05/1983;;;Procédure nationale;1;Pipobroman;L01AX02
60196176;AMOXICILLINE/ACIDE CLAVULANIQUE VIATRIS 100 mg/12,5 mg par mL ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1);Actif;1;21/05/2002;;;Procédure nationale;1;Amoxicilline et inhibiteur de bêtalactamases;J01CR02
60196945;RISPERIDONE MYLAN 3 mg, comprimé orodispersible;Archivé;3;31/01/2011;;07/09/2021;Procédure nationale;1;Rispéridone;N05AX08
60196977;FLUCONAZOLE CARELIDE 2 mg/ml, solution pour perfusion;Actif;1;10/03/2008;;;Procédure nationale;1;Fluconazole;J02AC01
60197011;ESCITALOPRAM ALMUS 15 mg, comprimé pelliculé sécable;Actif;1;18/03/2014;;;Procédure nationale;1;Escitalopram;N06AB10
60199966;BAVENCIO 20 mg/mL, solution à diluer pour perfusion;Actif;1;18/09/2017;;;Procédure centralisée;20;Avélumab;L01FF04
60200500;NEUPRO 6 mg/24 h, dispositif transdermique;Actif;1;15/02/2006;;;Procédure centralisée;20;Rotigotine;N04BC09
60200678;PERMIXON 160 mg, gélule;Actif;1;18/04/2016;;;Autorisation d'importation parallèle;31;Fruit de palmier de Floride;G04CX02
60200938;RETACRIT 4000 UI/0,4 ml, solution injectable en seringue préremplie;Actif;1;18/12/2007;;;Procédure centralisée;20;Erythropoïétine;B03XA01
60202031;L72, solution buvable en gouttes;Actif;1;17/04/2018;01/09/1970;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
60202750;BILASTINE ZENTIVA 20 mg, comprimé;Actif;1;30/04/2021;;;Procédure décentralisée;32;Bilastine;R06AX29
60203418;RASAGILINE ARROW 1 mg, comprimé;Actif;1;22/12/2017;;;Procédure nationale;1;Rasagiline;N04BD02
60203546;PREGABALINE MYLAN 50 mg, gélule;Actif;1;25/06/2015;;;Procédure centralisée;20;Prégabaline;N02BF02
60203795;ADEMPAS 2 mg, comprimé pelliculé;Actif;1;27/03/2014;;;Procédure centralisée;20;Riociguat;C02KX05
60204573;BUPRENORPHINE ARROW 6 mg, comprimé sublingual;Actif;1;25/04/2008;;;Procédure nationale;1;Buprénorphine;N07BC01
60205159;BENLYSTA 200 mg, solution injectable en stylo prérempli;Actif;1;10/11/2017;;;Procédure centralisée;20;Bélimumab;L04AA26
60205458;KETESSE 50 mg/2 ml, solution injectable/pour perfusion;Actif;1;11/06/2003;;;Procédure de reconnaissance mutuelle;21;Dexkétoprofène;M01AE17
60206154;PULMOSERUM, solution buvable;Actif;1;17/07/1997;18/06/1970;;Procédure nationale;1;Dérivés de l'opium et expectorants;R05FA02
60206332;ACTIFED RHUME JOUR ET NUIT, comprimé;Actif;1;08/08/2001;;;Procédure nationale;1;Pseudoéphédrine en association;R01BA52
60207459;EXEMESTANE SANDOZ 25 mg, comprimé pelliculé;Actif;1;28/10/2010;;;Procédure décentralisée;32;Exémestane;L02BG06
60208251;ALLOPURINOL EG 300 mg, comprimé;Actif;1;10/02/2000;;;Procédure nationale;1;Allopurinol;M04AA01
60208447;NP100 PREMATURES AP-HP, solution pour perfusion;Actif;1;18/10/2004;;;Procédure nationale;1;Associations (solutions pour nutrition parentérale);B05BA10
60209531;REPAGLINIDE ZYDUS 2 mg, comprimé sécable;Actif;1;12/01/2011;;;Procédure nationale;1;Répaglinide;A10BX02
60209645;OXYNORM 10 mg/ml, solution injectable;Actif;1;16/03/2005;;;Procédure nationale;1;Oxycodone;N02AA05
60209937;CLOPIXOL 2 POUR CENT, solution buvable en gouttes;Actif;1;23/04/1987;;;Procédure nationale;1;Zuclopenthixol;N05AF05
60210697;CALCIUM VITAMINE D3 BIOGARAN 500 mg/400 UI, comprimé à sucer;Actif;1;14/06/2001;;;Procédure nationale;1;CALCIUM EN ASSOCIATION AVEC DE LA VITAMINE D ET /OU D'AUTRES SUBSTANCES;A12AX
60210811;TCAPS 13 microgrammes, capsule molle;Actif;1;13/02/2018;;;Procédure nationale;1;Lévothyroxine sodique;H03AA01
60211183;AZATHIOPRINE TEVA 50 mg, comprimé pelliculé;Actif;1;23/02/2006;;;Procédure nationale;1;Azathioprine;L04AX01
60212424;JOSACINE 1000 mg, comprimé dispersible;Actif;1;10/08/1995;;;Procédure nationale;1;Josamycine;J01FA07
60213914;ANGUSTA 25 microgrammes, comprimé;Actif;1;19/01/2018;;;Procédure décentralisée;32;Misoprostol;G02AD06
60214350;CAPTOPRIL HYDROCHLOROTHIAZIDE ARROW 50 mg/25 mg, comprimé sécable;Actif;1;02/02/2004;;;Procédure nationale;1;Captopril et diurétiques;C09BA01
60215018;CRYSVITA 10 mg, solution injectable;Actif;1;19/02/2018;;;Procédure centralisée;20;Burosumab;M05BX05
60216127;IDELVION 2000 UI, poudre et solvant pour solution injectable;Actif;1;11/05/2016;;;Procédure centralisée;20;Facteur IX de coagulation;B02BD04
60216725;OSCILLOCOCCINUM, granules en récipient unidose;Archivé;3;17/10/2013;;15/03/2018;Autorisation d'importation parallèle;31;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
60217108;OLANZAPINE ARROW 5 mg, comprimé;Actif;1;31/05/2012;;;Procédure décentralisée;32;Olanzapine;N05AH03
60219803;VINCRISTINE HOSPIRA 2 mg/2 ml, solution injectable;Actif;1;18/08/1997;;;Procédure nationale;1;Vincristine;L01CA02
60221042;FINASTERIDE ARROW GENERIQUES 1 mg, comprimé pelliculé;Actif;1;05/10/2009;;;Procédure nationale;1;Finastéride;D11AX10
60222137;CALTRATE 600 mg, comprimé pelliculé;Actif;1;27/07/1988;;;Procédure nationale;1;Carbonate de calcium;A12AA04
60223278;TALOXA 600 mg, comprimé;Actif;1;16/05/1994;;;Procédure de reconnaissance mutuelle;21;Felbamate;N03AX10
60223417;VOTUBIA 5 mg, comprimé;Actif;1;02/09/2011;;;Procédure centralisée;20;Evérolimus;L01EG02
60224316;MEDROL 100 mg, comprimé;Actif;1;14/11/1996;;;Procédure nationale;1;Méthylprednisolone;H02AB04
60224437;OXCARBAZEPINE TEVA 300 mg, comprimé pelliculé;Archivé;3;05/10/2009;;18/05/2021;Procédure décentralisée;32;Oxcarbazépine;N03AF02
60224800;NIMBEX 5 mg/ml, solution injectable/pour perfusion;Actif;1;30/04/1996;;;Procédure de reconnaissance mutuelle;21;Cisatracurium;M03AC11
60225681;TRAMADOL ARROW L.P. 200 mg, gélule à libération prolongée;Actif;1;10/03/2009;;;Procédure nationale;1;Tramadol;N02AX02
60226897;MINOXIDIL COOPER 2 %, solution pour application cutanée en flacon;Actif;1;14/12/1987;;;Procédure nationale;1;Minoxidil;D11AX01
60226915;CARBOCISTEINE SANDOZ CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;Actif;1;18/01/2002;;;Procédure nationale;1;Carbocistéine;R05CB03
60226979;OLANZAPINE ACCORD 5 mg, comprimé enrobé;Actif;1;28/12/2012;;;Procédure nationale;1;Olanzapine;N05AH03
60227166;OZAWADE 18 mg, comprimé pelliculé;Actif;1;22/07/2021;;;Procédure centralisée;20;Pitolisant;N07XX11
60230550;TAMOXIFENE BIOGARAN 20 mg, comprimé;Actif;1;20/03/1998;;;Procédure nationale;1;Tamoxifène;L02BA01
