CodeUCD;CodeCIP;LibelleUCD;LibelleCIP;Laboratoire;Qte;CodeUCD13;CodeCIP13;Type autorisation 1;Type autorisation 2;Date de commercialisation;Date de suppression;Quantité conditionnement Primaire;Unité conditionnement primaire
9000165;3440567;ALYOSTAL PRICK CONTROLE+ FL3ML;ALYOSTAL PRICK CONTROLE+ FL3ML;STALLERGENES;1;3400890001656;3400934405679;AMM;;08/03/2023;;3;mL
9000166;3009369;CARVECORAL 12,5MG/5MG CPR;CARVECORAL 12,5MG/5MG CPR BT28;SERVIER;28;3400890001663;3400930093696;AMM;;15/10/2020;;;
9000167;3009372;CARVECORAL 12,5MG/7,5MG CPR;CARVECORAL 12,5MG/7,5MG CPR 28;SERVIER;28;3400890001670;3400930093726;AMM;;15/10/2020;;;
9000168;3009375;CARVECORAL 25MG/5MG CPR;CARVECORAL 25MG/5MG CPR BT28;SERVIER;28;3400890001687;3400930093757;AMM;;15/10/2020;;;
9000169;3009379;CARVECORAL 25MG/7,5MG CPR;CARVECORAL 25MG/7,5MG CPR BT28;SERVIER;28;3400890001694;3400930093795;AMM;;15/10/2020;;;
9000170;3009363;CARVECORAL 6,25MG/5MG CPR;CARVECORAL 6,25MG/5MG CPR BT28;SERVIER;28;3400890001700;3400930093634;AMM;;15/10/2020;;;
9000171;3009366;CARVECORAL 6,25MG/7,5MG CPR;CARVECORAL 6,25MG/7,5MG CPR 28;SERVIER;28;3400890001717;3400930093665;AMM;;15/10/2020;;;
9000172;3834177;EUDION 500MG CPR;EUDION 500MG CPR BT60;SERVIER;60;3400890001724;3400938341775;AMM;;15/10/2020;;;
9000173;3389783;GLICLAZIDE SRV 60MG CPR LM;GLICLAZIDE SRV 60MG CPR LM 30;SERVIER;30;3400890001731;3400933897833;AMM;AMM de générique;15/10/2020;;;
9000174;5644601;GLUCOTRACE 185MBQ/ML INJ FL;GLUCOTRACE 185MBQ/ML INJ FL 1;NUCLEIS;1;3400890001748;3400956446018;AMM;;14/03/2023;;;
9000175;3264840;GRINAZOLE PATE TB4,5G;GRINAZOLE PATE TB4,5G;SEPTODONT;1;3400890001755;3400932648405;AMM;;17/02/2023;;4.5;g
9000176;3013289;LIPERCOSYL 10MG/10MG GELU;LIPERCOSYL 10MG/10MG GELU FL30;SERVIER;30;3400890001762;3400930132890;AMM;;15/10/2020;;;
9000178;3013292;LIPERCOSYL 10MG/5MG GELU;LIPERCOSYL 10MG/5MG GELU FL30;SERVIER;30;3400890001786;3400930132920;AMM;;15/10/2020;;;
9000179;3013288;LIPERCOSYL 20MG/10MG GELU;LIPERCOSYL 20MG/10MG GELU FL30;SERVIER;30;3400890001793;3400930132883;AMM;;15/10/2020;;;
9000180;3013336;LIPERCOSYL 20MG/5MG GELU;LIPERCOSYL 20MG/5MG GELU FL30;SERVIER;30;3400890001809;3400930133361;AMM;;15/10/2020;;;
9000181;3013281;LIPERCOSYL 40MG/10MG GELU;LIPERCOSYL 40MG/10MG GELU FL30;SERVIER;30;3400890001816;3400930132814;AMM;;15/10/2020;;;
9000182;3013290;LIPERCOSYL 40MG/5MG GELU;LIPERCOSYL 40MG/5MG GELU FL30;SERVIER;30;3400890001823;3400930132906;AMM;;15/10/2020;;;
9000184;5502264;METAFLU 2GBQ/ML INJ FL15ML;METAFLU 2GBQ/ML INJ FL15ML 1;SYNEKTIK;1;3400890001847;3400955022640;AMM;;14/10/2020;;15;mL
9000185;3005764;TARDYFERON ENF/AD. BUV FV90ML;TARDYFERON ENF/AD. BUV FV90ML1;PF MEDICAMENT;1;3400890001854;3400930057643;AMM;;03/04/2023;;90;mL
9000186;3005763;TARDYFERON BB. BUV FV45ML;TARDYFERON BB. BUV FV45ML 1;PF MEDICAMENT;1;3400890001861;3400930057636;AMM;;03/04/2023;;45;mL
9000187;3003600;TRIVERAM 10/5/5MG CPR;TRIVERAM 10/5/5MG CPR FL30;SERVIER;30;3400890001878;3400930036006;AMM;;15/10/2020;;;
9000188;3003607;TRIVERAM 20/10/10MG CPR;TRIVERAM 20/10/10MG CPR FL30;SERVIER;30;3400890001885;3400930036075;AMM;;15/10/2020;;;
9000189;3003605;TRIVERAM 20/10/5MG CPR;TRIVERAM 20/10/5MG CPR FL30;SERVIER;30;3400890001892;3400930036051;AMM;;15/10/2020;;;
9000190;3003603;TRIVERAM 20/5/5MG CPR;TRIVERAM 20/5/5MG CPR FL30;SERVIER;30;3400890001908;3400930036037;AMM;;15/10/2020;;;
9000191;3003609;TRIVERAM 40/10/10MG CPR;TRIVERAM 40/10/10MG CPR FL30;SERVIER;30;3400890001915;3400930036099;AMM;;15/10/2020;;;
9000192;3572671;XYLONOR CPRESS+SOL(45ML);XYLONOR CPRESS+SOL(45ML) 200;SEPTODONT;200;3400890001922;3400935726711;AMM;;30/11/2021;;45;mL
9000193;3251180;XYLONOR GEL GGVL TB15G;XYLONOR GEL GGVL TB15G;SEPTODONT;1;3400890001939;3400932511808;AMM;;30/11/2021;;15;g
9000194;3177288;XYLONOR SOL DENT FL13ML;XYLONOR SOL DENT FL13ML;SEPTODONT;1;3400890001946;3400931772880;AMM;;30/11/2021;;13;mL
9000195;3018254;ACIDE ACETYL.VIA 100MG CPR;ACIDE ACETYL.VIA 100MG CPR B30;VIATRIS SANTE;30;3400890001953;3400930182543;AMM;AMM de générique;25/05/2020;;;
9000196;3018055;ACIDE ACETYL.EGC 500MG CPR;ACIDE ACETYL.EGC 500MG CPR 20;EG LABO;20;3400890001960;3400930180556;AMM;AMM de générique;27/04/2020;;;
9000197;3018454;LEHNING HYPERICUM N°26 BUV30ML;LEHNING HYPERICUM N°26 BUV30ML;LEHNING;1;3400890001977;3400930184547;AMM;;14/04/2020;19/10/2022;30;mL
9000198;3018579;APREPITANT CRT 125+80MG GELU;APREPITANT CRT 125+80MG GELU 3;CRISTERS;3;3400890001984;3400930185797;AMM;AMM de générique;26/09/2022;;;
9000199;3018577;APREPITANT CRT 80MG GELU;APREPITANT CRT 80MG GELU BT2;CRISTERS;2;3400890001991;3400930185773;AMM;AMM de générique;26/09/2022;;;
9000200;5506240;CHLORAPREP LOC AMP1ML;CHLORAPREP LOC AMP1ML 60;BECTON DICKINSO;60;3400890002004;3400955062400;AMM;;22/09/2020;;1;mL
9000201;3015919;LIDOCAINE 20MG/ML ARW SC 5ML;LIDOCAINE 20MG/ML ARW SC 5ML10;ARROW GENERIQUE;10;3400890002011;3400930159194;AMM;AMM de générique;21/10/2021;;5;mL
9000202;5507254;ARSENIC MYL 1MG/ML INJ F10ML;ARSENIC MYL 1MG/ML INJ F10ML10;VIATRIS SANTE;10;3400890002028;3400955072546;AMM européenne;AMM de générique;05/03/2021;;10;mL
9000207;3008965;TADALAFIL KRK 5MG CPR;TADALAFIL KRK 5MG CPR BT28;KRKA FRANCE;28;3400890002073;3400930089651;AMM;AMM de générique;27/04/2020;;;
9000207;3020221;TADALAFIL KRK 5MG CPR;TADALAFIL KRK 5MG CPR BT84;KRKA FRANCE;84;3400890002073;3400930202210;AMM;AMM de générique;27/04/2020;;;
9000212;5507275;MIDAZOLAM KAL 5MG/ML AMP1ML;MIDAZOLAM KAL 5MG/ML AMP1ML 10;EVER PHARMA FRA;10;3400890002127;3400955072751;AMM;AMM de générique;13/10/2020;;1;mL
9000213;5507279;MIDAZOLAM KAL 5MG/ML AMP10ML;MIDAZOLAM KAL 5MG/ML AMP10ML10;EVER PHARMA FRA;10;3400890002134;3400955072799;AMM;AMM de générique;13/10/2020;;10;mL
9000224;3019964;RENVELA 0,8G BUV PDR SACH +CD;RENVELA 0,8G BUV PDR SACH90+CD;SANOFI AVENTI.F;90;3400890002240;3400930199640;AMM;AMM de générique;05/02/2021;;;
9000225;5506789;TECENTRIQ 840MG PERF FL14ML;TECENTRIQ 840MG PERF FL14ML 1;ROCHE;1;3400890002257;3400955067894;AMM européenne;;27/08/2020;;14;mL
9000244;4900358;BECOTIDE 250µG 200DOS AIPDFDIE;BECOTIDE 250µG 200DOS AIPDFDIE;DIFARMED;1;3400890002448;3400949003587;Autorisation d’importation parallèle;;04/05/2021;;200;dose
9000245;4900376;CLOPIXOL AP 200MG A.AIPBBA CZ;CLOPIXOL AP 200MG A.AIPBBA CZ1;BB FARMA;1;3400890002455;3400949003761;Autorisation d’importation parallèle;;11/12/2020;;1;mL
9000249;4900381;IMUREL 50MG CPR AIP BBA IE;IMUREL 50MG CPR AIP BBA IE 100;BB FARMA;100;3400890002493;3400949003815;Autorisation d’importation parallèle;;19/04/2021;;;
9000250;4900382;INEGY 10MG/20MG CPR AIPPLAIT;INEGY 10MG/20MG CPR AIPPLAIT30;PHARMA LAB;30;3400890002509;3400949003822;Autorisation d’importation parallèle;;21/09/2020;;;
9000250;4900383;INEGY 10MG/20MG CPR AIPPLAIT;INEGY 10MG/20MG CPR AIPPLAIT90;PHARMA LAB;90;3400890002509;3400949003839;Autorisation d’importation parallèle;;21/10/2020;;;
9000251;4900357;IXPRIM 37,5/325 CP AIPDFD IE;IXPRIM 37,5/325 CP AIPDFD IE20;DIFARMED;20;3400890002516;3400949003570;Autorisation d’importation parallèle;;14/08/2020;;;
9000255;5507549;FETCROJA 1G PERF FL;FETCROJA 1G PERF FL 10;SHIONOGI SAS;10;3400890002554;3400955075493;AMM européenne;;19/12/2020;;;
9000265;3011358;CASPOFUNGINE LRI 50MG PERF FL;CASPOFUNGINE LRI 50MG PERF FL1;ACCORD HEAL.FRA;1;3400890002653;3400930113585;AMM;AMM de générique;15/03/2021;;15;mL
9000267;3011359;CASPOFUNGINE LRI 70MG PERF FL;CASPOFUNGINE LRI 70MG PERF FL1;ACCORD HEAL.FRA;1;3400890002677;3400930113592;AMM;AMM de générique;15/03/2021;;15;mL
9000279;3020544;CEFEPIME ACC 1G INJ FL;CEFEPIME ACC 1G INJ FL 10;ACCORD HEAL.FRA;10;3400890002790;3400930205440;AMM;AMM de générique;08/12/2021;;;
9000280;3020558;CEFEPIME ACC 2G INJ FL;CEFEPIME ACC 2G INJ FL 10;ACCORD HEAL.FRA;10;3400890002806;3400930205587;AMM;AMM de générique;08/12/2021;;;
9000283;5507032;KETAMINE AGT10MG/ML INJ 5ML;KETAMINE AGT10MG/ML INJ 5ML 10;AGUETTANT;10;3400890002837;3400955070320;AMM;AMM de générique;11/02/2021;;5;mL
9000284;5507033;KETAMINE AGT50MG/ML INJ 5ML;KETAMINE AGT50MG/ML INJ 5ML 10;AGUETTANT;10;3400890002844;3400955070337;AMM;AMM de générique;11/02/2021;;5;mL
9000285;3016179;CREON 35000U GELU;CREON 35000U GELU FL60;VIATRIS MEDICAL;60;3400890002851;3400930161791;AMM;;08/12/2020;;;
9000286;3002120;GINKOPLANT 40MG CPR;GINKOPLANT 40MG CPR BT30;MENARINI;30;3400890002868;3400930021200;AMM;;22/10/2020;;;
9000287;3010211;KETESSE 25MG SOL BUV SACH;KETESSE 25MG SOL BUV SACH 20;MENARINI;20;3400890002875;3400930102114;AMM;;14/05/2020;;10;mL
9000291;2227475;ACID.URSODESOX.ARW 250MG CPR;ACID.URSODESOX.ARW 250MG CPR20;ARROW GENERIQUE;20;3400890002912;3400922274751;AMM;AMM de générique;11/01/2022;;;
9000292;3009117;BRONCHOKOD AD. 5% BUV FV250ML;BRONCHOKOD AD. 5% BUV FV250ML;EG LABO;1;3400890002929;3400930091173;AMM;AMM de générique;15/06/2020;;250;mL
9000294;3020525;AZACITIDINE ZEN 25MG/ML INJ F;AZACITIDINE ZEN 25MG/ML INJ F1;ZENTIVA FRANCE;1;3400890002943;3400930205259;AMM;AMM de générique;01/10/2020;;;
9000298;3018784;OPTIJECT 300MG INJ SP100ML +N;OPTIJECT 300MG INJ SP100ML 1+N;GUERBET;1;3400890002981;3400930187845;AMM;;27/05/2020;;100;mL
9000299;3018786;OPTIJECT 300MG INJ SP125ML +N;OPTIJECT 300MG INJ SP125ML 1+N;GUERBET;1;3400890002998;3400930187869;AMM;;27/05/2020;;125;mL
9000300;3018787;OPTIJECT 350MG INJ SP100ML +N;OPTIJECT 350MG INJ SP100ML 1+N;GUERBET;1;3400890003001;3400930187876;AMM;;27/05/2020;;100;mL
9000301;3018788;OPTIJECT 350MG INJ SP125ML +N;OPTIJECT 350MG INJ SP125ML 1+N;GUERBET;1;3400890003018;3400930187883;AMM;;27/05/2020;;125;mL
9000308;3020097;ACID.URSODESOX.ARW 500MG CPR;ACID.URSODESOX.ARW 500MG CPR60;ARROW GENERIQUE;60;3400890003087;3400930200971;AMM;AMM de générique;01/12/2020;;;
9000309;3020182;TIXOCORTOL ARW 1% PULV NAS10ML;TIXOCORTOL ARW 1% PULV NAS10ML;ARROW GENERIQUE;1;3400890003094;3400930201824;AMM;AMM de générique;27/07/2021;;10;mL
9000310;3019938;GADOVISTAUTO 1MM S.V10ML MRX;GADOVISTAUTO 1MM S.V10ML 1 MRX;BAYER HEALTHCAR;1;3400890003100;3400930199381;AMM;;09/11/2020;;10;mL
9000311;3019940;GADOVISTAUTO 1MM S.V15ML MRX;GADOVISTAUTO 1MM S.V15ML 1 MRX;BAYER HEALTHCAR;1;3400890003117;3400930199404;AMM;;28/10/2020;;15;mL
9000312;3019937;GADOVISTAUTO 1MM S.V7,5ML MRX;GADOVISTAUTO 1MM S.V7,5ML 1MRX;BAYER HEALTHCAR;1;3400890003124;3400930199374;AMM;;28/10/2020;;7,5;mL
9000319;3019233;L72 CPR ORODISP;L72 CPR ORODISP BT40;LEHNING;40;3400890003193;3400930192337;AMM;;25/05/2020;;;
9000319;3019236;L72 CPR ORODISP;L72 CPR ORODISP BT100;LEHNING;100;3400890003193;3400930192368;AMM;;25/05/2020;;;
9000320;5507247;FOSCARNET KBI 24MG/ML FL250ML;FOSCARNET KBI 24MG/ML FL250ML1;FRESENIUS KABI;1;3400890003209;3400955072478;AMM;AMM de générique;30/11/2020;;250;mL
9000322;3019836;ISTURISA 10MG CPR;ISTURISA 10MG CPR BT60;RECORDATI R.DIS;60;3400890003223;3400930198360;AMM européenne;;02/06/2020;;;
9000323;3019834;ISTURISA 1MG CPR;ISTURISA 1MG CPR BT60;RECORDATI R.DIS;60;3400890003230;3400930198346;AMM européenne;;02/06/2020;;;
9000324;3019835;ISTURISA 5MG CPR;ISTURISA 5MG CPR BT60;RECORDATI R.DIS;60;3400890003247;3400930198353;AMM européenne;;02/06/2020;;;
9000325;3019987;FIVASA 1600MG CPR;FIVASA 1600MG CPR BT60;TILLOTTS PH. FR;60;3400890003254;3400930199879;AMM;;23/09/2020;;;
9000327;3019277;NICOTINE EG 1MG/DOS PULV 15ML;NICOTINE EG 1MG/DOS PULV 15ML2;EG LABO;2;3400890003278;3400930192771;AMM;AMM de générique;28/07/2020;;15;mL
9000328;3018066;THYROFIX 13µG CPR;THYROFIX 13µG CPR BT30;EURODEP PHARMA;30;3400890003285;3400930180662;AMM;AMM de générique;25/06/2020;;;
9000328;3020068;THYROFIX 13µG CPR;THYROFIX 13µG CPR BT100;EURODEP PHARMA;100;3400890003285;3400930200681;AMM;AMM de générique;25/06/2020;;;
9000329;3018071;THYROFIX 62µG CPR;THYROFIX 62µG CPR BT30;EURODEP PHARMA;30;3400890003292;3400930180716;AMM;AMM de générique;25/06/2020;;;
9000329;3020071;THYROFIX 62µG CPR;THYROFIX 62µG CPR BT100;EURODEP PHARMA;100;3400890003292;3400930200711;AMM;AMM de générique;25/06/2020;;;
9000330;3018096;TILLHEPO 250MG GELU;TILLHEPO 250MG GELU BT100;TILLOTTS PH. FR;100;3400890003308;3400930180969;AMM;AMM de générique;09/09/2020;;;
9000331;3020356;TILLHEPO 500MG GELU;TILLHEPO 500MG GELU BT100;TILLOTTS PH. FR;100;3400890003315;3400930203569;AMM;AMM de générique;09/09/2020;;;
9000332;2674458;ABUFENE 400MG CPR;ABUFENE 400MG CPR BT60;BOUCHARA-RECORD;60;3400890003322;3400926744588;AMM;;22/03/2013;;;
9000332;3352892;ABUFENE 400MG CPR;ABUFENE 400MG CPR BT30;BOUCHARA-RECORD;30;3400890003322;3400933528928;AMM;;19/04/1994;;;
9000337;3019989;XELJANZ 11MG CPR LP;XELJANZ 11MG CPR LP BT28;PFIZER;28;3400890003377;3400930199893;AMM européenne;;31/12/2020;;;
9000339;3012344;ACID.GADOTERIQ.GBT INJ FV15ML;ACID.GADOTERIQ.GBT INJ FV15ML1;GUERBET;1;3400890003391;3400930123447;AMM;AMM de générique;30/03/2022;;15;mL
9000340;3012345;ACID.GADOTERIQ.GBT INJ FV20ML;ACID.GADOTERIQ.GBT INJ FV20ML1;GUERBET;1;3400890003407;3400930123454;AMM;AMM de générique;30/03/2022;;20;mL
9000344;2780002;ACID.ZOLEDRONIQ.VIA 4MG/100ML;ACID.ZOLEDRONIQ.VIA 4MG/100ML1;VIATRIS SANTE;1;3400890003445;3400927800023;AMM;AMM de générique;19/07/2021;;100;mL
9000345;3011899;ALPRAZOLAM ARL 0,25MG CPR;ALPRAZOLAM ARL 0,25MG CPR FL30;ARROW GENERIQUE;30;3400890003452;3400930118993;AMM;AMM de générique;09/04/2021;;;
9000346;3011900;ALPRAZOLAM ARL 0,50MG CPR;ALPRAZOLAM ARL 0,50MG CPR FL30;ARROW GENERIQUE;30;3400890003469;3400930119006;AMM;AMM de générique;09/04/2021;;;
9000348;3020202;CEGFILA 6MG INJ SRG0,6ML;CEGFILA 6MG INJ SRG0,6ML 1;BIOGARAN;1;3400890003483;3400930202029;AMM européenne;Bio similaire;27/08/2020;;0,6;mL
9000350;3006669;LEELOO CONTINU 100/20µG CPR;LEELOO CONTINU 100/20µG CPR 28;THERAMEX FRANCE;28;3400890003506;3400930066690;AMM;AMM de générique;09/06/2020;;;
9000350;3006671;LEELOO CONTINU 100/20µG CPR;LEELOO CONTINU 100/20µG CPR 84;THERAMEX FRANCE;84;3400890003506;3400930066713;AMM;AMM de générique;09/06/2020;;;
9000351;3015141;MOMETASONE CRT 50µG NAS 140D;MOMETASONE CRT 50µG NAS 140D 1;CRISTERS;1;3400890003513;3400930151419;AMM;AMM de générique;23/04/2021;;18;g
9000352;3019506;NEBIVOLOL/HYD.BGA 5/12,5 CPR;NEBIVOLOL/HYD.BGA 5/12,5 CPR30;BIOGARAN;30;3400890003520;3400930195062;AMM;AMM de générique;25/06/2020;;;
9000352;3019507;NEBIVOLOL/HYD.BGA 5/12,5 CPR;NEBIVOLOL/HYD.BGA 5/12,5 CPR90;BIOGARAN;90;3400890003520;3400930195079;AMM;AMM de générique;25/06/2020;;;
9000353;3019509;NEBIVOLOL/HYD.BGA 5/25MG CPR;NEBIVOLOL/HYD.BGA 5/25MG CPR30;BIOGARAN;30;3400890003537;3400930195093;AMM;AMM de générique;25/06/2020;;;
9000353;3019510;NEBIVOLOL/HYD.BGA 5/25MG CPR;NEBIVOLOL/HYD.BGA 5/25MG CPR90;BIOGARAN;90;3400890003537;3400930195109;AMM;AMM de générique;25/06/2020;;;
9000364;3018208;IBUPROFENE EGC 400MG CPR;IBUPROFENE EGC 400MG CPR BT12;EG LABO;12;3400890003643;3400930182086;AMM;AMM de générique;29/05/2020;;;
9000365;3020232;BUDESONIDE ZEN 0,5MG/2ML DOS;BUDESONIDE ZEN 0,5MG/2ML DOS20;ZENTIVA FRANCE;20;3400890003650;3400930202326;AMM;AMM de générique;25/03/2021;;2;mL
9000366;3020234;BUDESONIDE ZEN 1MG/2ML DOS;BUDESONIDE ZEN 1MG/2ML DOS 20;ZENTIVA FRANCE;20;3400890003667;3400930202340;AMM;AMM de générique;25/03/2021;;2;mL
9000367;3019872;ENDOVELA 2MG CPR;ENDOVELA 2MG CPR BT28 X1;EXELTIS SANTE;28;3400890003674;3400930198728;AMM;AMM de générique;17/06/2020;;;
9000367;3022086;ENDOVELA 2MG CPR;ENDOVELA 2MG CPR BT28 X3;EXELTIS SANTE;84;3400890003674;3400930220863;AMM;AMM de générique;04/03/2021;;;
9000368;3020477;ERLOTINIB KRK 100MG CPR;ERLOTINIB KRK 100MG CPR BT30;KRKA FRANCE;30;3400890003681;3400930204771;AMM;AMM de générique;25/06/2020;;;
9000369;3020479;ERLOTINIB KRK 150MG CPR;ERLOTINIB KRK 150MG CPR BT30;KRKA FRANCE;30;3400890003698;3400930204795;AMM;AMM de générique;25/06/2020;;;
9000370;3020475;ERLOTINIB KRK 25MG CPR;ERLOTINIB KRK 25MG CPR BT30;KRKA FRANCE;30;3400890003704;3400930204757;AMM;AMM de générique;25/06/2020;;;
9000371;3020367;KETOCONAZOLE ZEN 2% CR TB15G;KETOCONAZOLE ZEN 2% CR TB15G 1;ZENTIVA FRANCE;1;3400890003711;3400930203675;AMM;AMM de générique;11/07/2022;;15;g
9000372;5506828;OPHTESIC 20MG/G GEL OPHT3,5G;OPHTESIC 20MG/G GEL OPHT3,5G20;HORUS PHARMA;20;3400890003728;3400955068280;AMM;;02/06/2020;;3,5;g
9000373;3019535;RACECADOTRIL ZEN 100MG GELU;RACECADOTRIL ZEN 100MG GELU 20;ZENTIVA FRANCE;20;3400890003735;3400930195352;AMM;AMM de générique;23/02/2021;;;
9000374;3017209;ULIPRISTAL AC.EXL 30MG CPR;ULIPRISTAL AC.EXL 30MG CPR BT1;EXELTIS SANTE;1;3400890003742;3400930172094;AMM;AMM de générique;09/06/2020;;;
9000375;3018338;LEHNING OENANT.CRO N78 BUV30ML;LEHNING OENANT.CRO N78 BUV30ML;LEHNING;1;3400890003759;3400930183380;AMM;;03/06/2020;;30;mL
9000376;3020502;OXYGENE MED LAO BOUT 0,95L;OXYGENE MED LAO BOUT 0,95L;LABODAL;1;3400890003766;3400930205020;AMM;;07/03/2023;;0,95;L
9000379;3020503;OXYGENE MED LAO BOUT 2,2L;OXYGENE MED LAO BOUT 2,2L;LABODAL;1;3400890003797;3400930205037;AMM;;07/03/2023;;2,2;L
9000381;5506536;BENDAMUST.BAX 2,5MG/ML FL20ML;BENDAMUST.BAX 2,5MG/ML FL20ML5;BAXTER;5;3400890003810;3400955065364;AMM;AMM de générique;24/08/2022;;20;mL
9000382;5506540;BENDAMUST.BAX 2,5MG/ML FL50ML;BENDAMUST.BAX 2,5MG/ML FL50ML5;BAXTER;5;3400890003827;3400955065401;AMM;AMM de générique;24/08/2022;;50;mL
9000384;3020924;TENOFOVIR DIS.ACC 245MG CP;TENOFOVIR DIS.ACC 245MG CP F30;ACCORD HEAL.FRA;30;3400890003841;3400930209240;AMM;AMM de générique;25/05/2022;;;
9000391;3020594;RUXIENCE 100MG PERF FL10ML;RUXIENCE 100MG PERF FL10ML 1;PFIZER;1;3400890003919;3400930205945;AMM européenne;Bio similaire;07/04/2021;;10;mL
9000392;3020600;RUXIENCE 500MG PERF FL50ML;RUXIENCE 500MG PERF FL50ML 1;PFIZER;1;3400890003926;3400930206003;AMM européenne;Bio similaire;07/04/2021;;50;mL
9000396;3019105;PARACETAMOL ARL 500MG GELU;PARACETAMOL ARL 500MG GELU F16;ARROW GENERIQUE;16;3400890003964;3400930191057;AMM;AMM de générique;06/09/2021;;;
9000396;5506917;PARACETAMOL ARL 500MG GELU;PARACETAMOL ARL 500MG GELU 100;ARROW GENERIQUE;100;3400890003964;3400955069171;AMM;AMM de générique;17/03/2022;;;
9000397;3019108;PARACETAMOL ARL 500MG BUV S.;PARACETAMOL ARL 500MG BUV S.12;ARROW GENERIQUE;12;3400890003971;3400930191088;AMM;AMM de générique;17/08/2022;;;
9000399;5507136;ROCURONIUM BBM10MG/ML AP5ML;ROCURONIUM BBM10MG/ML AP5ML 20;B.BRAUN MEDICAL;20;3400890003995;3400955071365;AMM;AMM de générique;12/01/2022;;5;mL
9000400;3018026;L28 BUV GTT FL30ML;L28 BUV GTT FL30ML;LEHNING;1;3400890004008;3400930180266;AMM;;12/06/2020;;30;mL
9000402;3020949;AZACITIDINE BTP 25MG/ML INJ F;AZACITIDINE BTP 25MG/ML INJ F1;REDDY PHARMA SA;1;3400890004022;3400930209493;AMM européenne;AMM de générique;07/10/2020;;;
9000403;3010676;LANSOPRAZOLE ARL 15MG GELU;LANSOPRAZOLE ARL 15MG GELU F15;ARROW GENERIQUE;15;3400890004039;3400930106761;AMM;AMM de générique;27/01/2022;;;
9000403;3010679;LANSOPRAZOLE ARL 15MG GELU;LANSOPRAZOLE ARL 15MG GELU F30;ARROW GENERIQUE;30;3400890004039;3400930106792;AMM;AMM de générique;17/06/2021;;;
9000404;3010719;LANSOPRAZOLE ARL 30MG GELU;LANSOPRAZOLE ARL 30MG GELU FL7;ARROW GENERIQUE;7;3400890004046;3400930107195;AMM;AMM de générique;15/03/2022;;;
9000404;3010721;LANSOPRAZOLE ARL 30MG GELU;LANSOPRAZOLE ARL 30MG GELU F14;ARROW GENERIQUE;14;3400890004046;3400930107218;AMM;AMM de générique;05/11/2021;;;
9000404;3010723;LANSOPRAZOLE ARL 30MG GELU;LANSOPRAZOLE ARL 30MG GELU F28;ARROW GENERIQUE;28;3400890004046;3400930107232;AMM;AMM de générique;07/07/2021;;;
9000405;3019839;ENCEPUR 1,5µG/0,5ML INJ SRG AS;ENCEPUR 1,5µG/0,5ML INJ SRG1AS;VALNEVA FRANCE;1;3400890004053;3400930198391;AMM;;03/03/2021;;0.5;mL
9000406;3020353;GRASUSTEK 6MG INJ SRG0,6ML;GRASUSTEK 6MG INJ SRG0,6ML 1;ZENTIVA FRANCE;1;3400890004060;3400930203538;AMM européenne;Bio similaire;15/12/2022;;0,6;mL
9000407;3016545;CRATAEGUS OXYACAN.TM BOIR125ML;CRATAEGUS OXYACAN.TM BOIR125ML;BOIRON;1;3400890004077;3400930165454;AMM;;18/06/2020;;125;mL
9000408;3014065;ECHINACEA ANGUS.TM BOIR125ML;ECHINACEA ANGUS.TM BOIR125ML;BOIRON;1;3400890004084;3400930140659;AMM;;18/06/2020;;125;mL
9000410;3019356;CETYLPY/LYS.AWC1,5/20MG SS C;CETYLPY/LYS.AWC1,5/20MG SS C36;ARROW GENERIQUE;36;3400890004107;3400930193563;AMM;AMM de générique;02/11/2020;;;
9000411;4900335;STREFEN 8,75MG PAST AIPBBABG;STREFEN 8,75MG PAST AIPBBABG16;BB FARMA;16;3400890004114;3400949003358;Autorisation d’importation parallèle;;22/06/2020;;;
9000412;5507419;CABAZITAXEL RYP 60MG INJ F+F;CABAZITAXEL RYP 60MG INJ F+F 1;REDDY PHARMA SA;1;3400890004121;3400955074199;AMM;AMM de générique;29/10/2021;;4,5;mL
9000413;3011535;FLECAINIDE VIA LP 100MG GELU;FLECAINIDE VIA LP 100MG GELU30;VIATRIS SANTE;30;3400890004138;3400930115350;AMM;AMM de générique;04/08/2020;;;
9000414;3011536;FLECAINIDE VIA LP 150MG GELU;FLECAINIDE VIA LP 150MG GELU30;VIATRIS SANTE;30;3400890004145;3400930115367;AMM;AMM de générique;04/09/2020;;;
9000415;3011537;FLECAINIDE VIA LP 200MG GELU;FLECAINIDE VIA LP 200MG GELU30;VIATRIS SANTE;30;3400890004152;3400930115374;AMM;AMM de générique;04/09/2020;;;
9000416;3011534;FLECAINIDE VIA LP 50MG GELU;FLECAINIDE VIA LP 50MG GELU 30;VIATRIS SANTE;30;3400890004169;3400930115343;AMM;AMM de générique;04/08/2020;;;
9000420;3021042;MICAFUNGINE VIA 100MG PERF FL;MICAFUNGINE VIA 100MG PERF FL1;VIATRIS SANTE;1;3400890004206;3400930210420;AMM;AMM de générique;05/01/2021;;10;mL
9000422;3021041;MICAFUNGINE VIA 50MG PERF FL;MICAFUNGINE VIA 50MG PERF FL 1;VIATRIS SANTE;1;3400890004220;3400930210413;AMM;AMM de générique;05/01/2021;;10;mL
9000423;3020139;AMBRISENTAN SGN 10MG CPR;AMBRISENTAN SGN 10MG CPR BT30;STRAGEN FRANCE;30;3400890004237;3400930201398;AMM;AMM de générique;20/11/2020;;;
