Code_Substance;Code_SMS;Lib_Pref_Fran;Lib_Pref_Anglais;Date_Crea_Substance;Date_Modif_Substance
02285;100000080868;pyriméthamine;;08/07/1997;10/12/2010
02293;100000091984;iopromide;;08/07/1997;08/12/2011
02305;100000089787;gonadoréline (acétate de);;08/07/1997;26/12/2011
02329;100000092216;réserpine;;08/07/1997;07/12/2010
02331;100000089010;riboflavine;;08/07/1997;07/12/2010
02332;100000080561;rifampicine;;08/07/1997;08/12/2010
02333;100000080581;rifamycine;;08/07/1997;
02338;100000088253;nalbuphine (chlorhydrate de);;08/07/1997;19/08/2011
02340;100000081453;méthocarbamol;;08/07/1997;11/10/2011
02345;100000090250;méthotrexate;;08/07/1997;11/10/2011
02350;100000081457;méthyclothiazide;;08/07/1997;11/10/2011
02355;100000092116;méthyldopa sesquihydraté;;08/07/1997;13/12/2011
02357;100000092594;méthylergométrine (maléate de);;08/07/1997;11/10/2011
02361;100000091803;méthylprednisolone;;08/07/1997;11/10/2011
02376;100000092507;métopimazine;;08/07/1997;03/10/2011
02382;100000090285;métronidazole;;08/07/1997;04/10/2011
02405;100000078834;adénosine;;08/07/1997;02/06/2008
02414;100000088303;moxisylyte (chlorhydrate de);;08/07/1997;20/09/2011
02423;100000084437;naftazone;;08/07/1997;13/07/2011
02427;100000151849;interféron alfa-2a ;;08/07/1997;21/03/2023
02428;100000092537;triclabendazole;;08/07/1997;05/10/2010
02438;100000088260;phényléphrine;;08/07/1997;08/02/2023
02443;100000079593;niclosamide;;08/07/1997;04/07/2011
02449;100000091580;dobésilate de calcium;;08/07/1997;02/03/2009
02452;100000092193;nicotinamide;;08/07/1997;04/07/2011
02463;100000092196;nifuroxazide;;08/07/1997;05/07/2011
02471;100000091767;nitrazépam;;08/07/1997;07/06/2011
02476;100000092406;nitrofurantoïne;;08/07/1997;07/06/2011
02487;100000088372;noradrénaline (tartrate de) monohydraté;;08/07/1997;08/05/2023
02493;100000083614;noréthandrolone;;08/07/1997;27/06/2011
02506;100000083604;noscapine;;08/07/1997;20/11/1998
02509;100000089986;nystatine;;08/07/1997;28/06/2011
02523;100000137641;citrique (acide) monohydraté;;08/07/1997;14/10/2008
02533;100000091921;oxazépam;;08/07/1997;22/02/2011
02534;NA;nicotinate de benzyle;;08/07/1997;
02543;100000083073;oxomémazine;;08/07/1997;23/02/2011
02560;100000086181;mébévérine (chlorhydrate de);;08/07/1997;12/10/2011
02590;100000091410;melphalan;;08/07/1997;13/10/2011
02594;NA;hypochlorite de sodium, solution d';;08/07/1997;10/11/2010
02596;100000083637;iohexol;;08/07/1997;25/05/2009
02600;100000085372;méphénésine;;08/07/1997;13/10/2011
02612;100000081706;méquinol;;08/07/1997;13/10/2011
02618;100000090120;mercaptopurine monohydraté;;08/07/1997;27/06/2012
02633;100000084887;rilménidine (dihydrogénophosphate de);;08/07/1997;08/12/2010
02640;100000091953;mésalazine;;08/07/1997;10/10/2011
02666;100000092414;méthionine;;08/07/1997;25/11/2011
02667;100000080626;midazolam;;08/07/1997;30/04/2012
02678;100000090453;diphénhydramine (chlorhydrate de);;08/07/1997;25/03/2009
02685;100000128453;iproniazide (phosphate d');;08/07/1997;24/11/2011
02693;100000092732;isoniazide;;08/07/1997;29/11/2011
02699;100000088204;isothipendyl (chlorhydrate d');;08/07/1997;30/11/2011
02709;100000091634;lactulose;;08/07/1997;16/11/2011
02719;100000082819;leucocianidol;;08/07/1997;
02725;100000087590;glutamine;;08/07/1997;
02726;100000091932;lévomépromazine;;08/07/1997;22/02/2013
02742;100000081734;lymécycline;;08/07/1997;09/11/2011
02751;100000082128;thiotépa;;08/07/1997;18/10/2010
02754;100000092309;ofloxacine;;08/07/1997;28/06/2011
02799;100000091068;péthidine (chlorhydrate de);;08/07/1997;10/01/2011
02811;100000085208;phénazone;;08/07/1997;10/01/2011
02825;100000090330;phénobarbital;;08/07/1997;10/01/2011
02826;100000091098;phénobarbital sodique;;08/07/1997;10/01/2011
02836;100000090361;phénoxyméthylpénicilline;;08/07/1997;10/01/2011
02853;100000128057;flucloxacilline sodique monohydratée;;08/07/1997;07/04/2023
02867;100000083245;sulfadiazine;;08/07/1997;03/11/2010
02877;100000092325;sulfaméthizol;;08/07/1997;29/11/2010
02878;100000092618;sulfaméthoxazole;;08/07/1997;03/11/2010
02905;100000091538;sulfogaïacol;;08/07/1997;04/11/2010
02914;100000091056;sulpiride;;08/07/1997;04/11/2010
02934;100000089191;testostérone;;08/07/1997;14/10/2010
02940;100000092225;aluminium (oxyde d') hydraté;;08/07/1997;18/06/2008
02947;100000091777;malique (acide);;08/07/1997;20/10/2011
02952;100000085140;bléomycine (sulfate de);;08/07/1997;12/01/2023
02962;100000076367;glucoheptonate de calcium;;08/07/1997;08/01/2009
02969;100000090171;diméticone;;08/07/1997;01/07/2010
02974;100000079574;salicylate de diéthylamine;;08/07/1997;16/09/2010
02997;100000090445;ferreux (fumarate);;08/07/1997;23/04/2009
03008;300000033275;DL-lysine (monochlorhydrate de);;08/07/1997;27/02/2009
03009;100000086636;atovaquone;;08/07/1997;20/06/2008
03011;100000091382;mannitol;;08/07/1997;20/10/2011
03012;NA;magnésium (oxyde de);;08/07/1997;09/03/2023
03013;100000091888;magnésium (trisilicate de);;08/07/1997;20/10/2011
03018;100000091409;magnésium (chlorure de) hexahydraté;;08/07/1997;17/10/2011
03019;100000091715;magnésium (sulfate de) heptahydraté;;08/07/1997;19/10/2011
03020;100000076811;magnésium (thiosulfate de);;08/07/1997;20/10/2011
03026;100000091859;miconazole (nitrate de);;08/07/1997;05/10/2011
03037;100000077266;tiratricol;;08/07/1997;11/10/2010
03044;100000092161;carbocistéine;;08/07/1997;29/07/2008
03048;100000091834;phénylbutyrate sodique;;08/07/1997;08/11/2010
03063;100000092012;docusate sodique;;08/07/1997;02/03/2009
03072;100000083645;ibacitabine;;08/07/1997;15/12/2011
03085;100000091736;pilocarpine (chlorhydrate de);;08/07/1997;03/01/2011
03088;100000090176;phényléphrine (chlorhydrate de);;08/07/1997;31/12/2010
03089;100000090220;sodium (iodure de);;08/07/1997;03/03/2023
03093;100000076557;caféine monohydratée;;08/07/1997;15/02/2023
03102;100000091863;canrénoate de potassium;;08/07/1997;24/07/2008
03107;100000091435;acétylsalicylate de DL-lysine;;08/07/1997;27/02/2009
03119;100000129171;cinnamaldéhyde;;08/07/1997;11/12/2012
03121;100000082677;tiliquinol;;08/07/1997;08/10/2010
03122;100000084920;tiliquinol (laurilsulfate de);;08/07/1997;08/10/2010
03127;100000088284;thiosulfate de sodium;;08/07/1997;02/03/2023
03133;100000079873;kaolin lourd;;08/07/1997;30/11/2011
03146;100000091437;amidotrizoate de méglumine;;08/07/1997;12/10/2011
03149;100000088483;amiloride (chlorhydrate d') dihydraté;;08/07/1997;13/05/2019
03151;100000086938;amylmétacrésol;;08/07/1997;21/10/2021
03152;100000092427;dichlorobenzylique (alcool);;08/07/1997;16/12/2008
03157;100000089731;parahydroxycinnamique (acide);;08/07/1997;18/01/2011
03158;100000089974;ampicilline sodique;;08/07/1997;17/06/2008
03165;100000092070;tannique (acide);;08/07/1997;22/10/2010
03170;100000134265;parahydroxybenzoate de benzyle;;08/07/1997;25/06/2008
03178;100000088205;bromphéniramine (maléate de);;08/07/1997;01/07/2008
03188;100000084806;chlortétracycline (chlorhydrate de);;08/07/1997;23/09/2008
03192;100000092221;cuivre (gluconate de);;08/07/1997;18/11/2008
03193;100000090211;chlorphénamine (maléate de);;08/07/1997;23/09/2008
03197;100000084677;cyproheptadine (chlorhydrate de);;08/07/1997;23/09/2009
03198;NA;cellulase fongique;;08/07/1997;16/02/2023
03202;NA;noscapine (résinate de);;08/07/1997;18/08/2009
03208;100000132592;undécylénate de calcium;;08/07/1997;23/07/2008
03218;100000092786;dexchlorphéniramine (maléate de);;08/07/1997;17/12/2015
03225;100000087529;doxylamine (hydrogénosuccinate de);;08/07/1997;09/03/2009
03226;100000090415;flécaïnide (acétate de);;08/07/1997;10/04/2009
03229;100000090194;dextrométhorphane (bromhydrate de);;08/07/1997;10/12/2008
03236;100000089971;doxorubicine (chlorhydrate de);;08/07/1997;05/08/2011
03239;100000077100;lavande (huile essentielle de);;08/07/1997;03/03/2023
03245;100000087270;érythromycine (propionate d');;08/07/1997;27/03/2009
03265;100000085506;oxéladine (hydrogénocitrate d');;08/07/1997;22/02/2011
03271;100000090383;naproxène;;08/07/1997;26/08/2011
03276;100000084936;tidiacic arginine;;08/07/1997;08/10/2010
03302;100000088511;fluphénazine (décanoate de);;08/07/1997;17/04/2009
03307;100000130058;facteur II de coagulation humain ;;08/07/1997;18/02/2003
03309;100000130073;facteur X de coagulation humain ;;08/07/1997;18/02/2003
03310;100000089087;facteur IX de coagulation humain ;;08/07/1997;18/02/2003
03312;100000091050;framycétine (sulfate de);;08/07/1997;09/11/2010
03314;100000091351;fenspiride (chlorhydrate de);;08/07/1997;08/04/2009
03315;100000091594;flucytosine;;08/07/1997;10/04/2009
03321;100000080163;guar;;08/07/1997;01/12/2011
03332;100000090337;glipizide;;08/07/1997;29/04/2009
03335;NA;foie de morue (huile de);;08/07/1997;16/02/2023
03339;100000085688;naftidrofuryl (hydrogénooxalate de);;08/07/1997;08/08/2011
03343;100000089042;hydroxocobalamine (acétate d');;08/07/1997;14/12/2011
03344;100000092822;hydroxyprogestérone (caproate d');;08/07/1997;24/07/2008
03348;100000087712;albendazole;;08/07/1997;06/06/2008
03354;100000083049;oxitriptan;;08/07/1997;23/02/2011
03371;100000127938;lysozyme (chlorhydrate de);;08/07/1997;10/11/2011
03376;100000084922;ritiométan magnésien;;08/07/1997;30/11/2010
03385;100000091864;tiaprofénique (acide);;08/07/1997;08/10/2010
03390;100000076821;magnésium (gluconate de);;08/07/1997;17/10/2011
03394;NA;fytate de sodium;;08/07/1997;29/10/2010
03396;100000092592;méthoxsalène;;08/07/1997;11/10/2011
03401;100000091841;minocycline (chlorhydrate de);;08/07/1997;03/03/2023
03407;100000082695;tilbroquinol;;08/07/1997;08/10/2010
03409;NA;méthylènecycline (chlorhydrate de);;08/07/1997;16/02/2023
03434;100000090239;polymyxine B (sulfate de);;08/07/1997;28/12/2010
03437;100000085115;protamine (sulfate de);;08/07/1997;20/11/1998
03455;100000089697;potassium (acétate de);;08/07/1997;03/03/2023
03456;100000079195;potassium (gluconate de);;08/07/1997;30/12/2010
03459;100000080684;fluindione;;08/07/1997;15/04/2009
03460;100000090467;phéniramine (maléate de);;08/07/1997;10/01/2011
03469;NA;pin (huile essentielle de);;08/07/1997;
03478;100000091955;prednisolone (phosphate sodique de);;08/07/1997;15/12/2010
03482;100000081124;proline;;08/07/1997;20/11/1998
03484;100000088683;aminosalicylate de sodium dihydraté;;08/07/1997;17/01/2011
03495;100000085294;phénoxyméthylpénicilline (benzathine);;08/07/1997;24/06/2008
03496;NA;povidone iodée;;08/07/1997;14/12/2010
03498;100000085290;pipotiazine (palmitate de);;08/07/1997;17/12/2010
03505;100000089075;pidolate de magnésium;;08/07/1997;19/10/2011
03507;100000085080;prilocaïne (chlorhydrate de);;08/07/1997;02/10/2014
03511;100000091628;pentoxifylline;;08/07/1997;07/01/2011
03540;100000083192;désonide;;08/07/1997;05/12/2008
03559;100000090564;salbutamol (sulfate de);;08/07/1997;01/12/2010
03560;100000078070;succinimide;;08/07/1997;25/10/2010
03563;100000091545;sucralfate;;08/07/1997;02/11/2010
03585;100000124318;tocofersolan;;08/07/1997;18/06/2010
03590;100000085028;tiémonium (métilsulfate de);;08/07/1997;08/10/2010
03595;NA;prométhazine (résinate de);;08/07/1997;17/12/2010
03599;100000079008;thiopental et carbonate sodiques;;08/07/1997;20/11/1998
03602;100000077036;tout-rac-alpha-tocophéryle (acétate de);;08/07/1997;11/06/2013
03605;100000092159;tyrosine;;08/07/1997;20/11/1998
03610;100000084898;tropatépine (chlorhydrate de);;08/07/1997;31/08/2010
03611;100000092535;tinidazole;;08/07/1997;08/10/2010
03627;100000089534;undécylénate de zinc;;08/07/1997;22/09/2010
03633;100000086473;néostigmine (métilsulfate de);;08/07/1997;28/06/2011
03641;100000091071;ascorbate de calcium;;08/07/1997;08/01/2009
03661;100000091819;bétacarotène;;08/07/1997;08/01/2009
03666;100000092061;cinéole;;08/07/1997;01/10/2008
03671;NA;diastase de l'orge germée;;08/07/1997;
03673;100000092167;dexaméthasone (acétate de);;08/07/1997;05/12/2008
03675;100000090542;dexaméthasone (phosphate sodique de);;08/07/1997;08/12/2008
03682;100000091343;énalapril (maléate d');;08/07/1997;13/03/2009
03691;100000090413;guaïfénésine;;08/07/1997;06/05/2009
03697;NA;méthylprednisolone (succinate sodique de);;08/07/1997;16/02/2023
03700;NA;capsicum (oléorésine de);;08/07/1997;16/02/2023
03709;NA;Olivier (extrait sec de);;08/07/1997;
03728;100000092894;parahydroxybenzoate d'éthyle;;08/07/1997;14/02/2013
03738;100000090950;phosphorique (acide) concentré;;08/07/1997;03/01/2011
03740;100000077694;aluminium (glycinate d');;08/07/1997;17/02/2023
03748;100000077420;anétholtrithione;;08/07/1997;08/01/2009
03752;100000088484;aspartate d'arginine;;08/07/1997;08/01/2009
03759;NA;chondroïtine A (sulfate sodique de);;08/07/1997;17/02/2023
03777;100000080080;cholestérol (benzoate de);;08/07/1997;26/09/2008
03778;100000091036;chlorhexidine (digluconate de);;08/07/1997;22/09/2008
03779;100000092628;chloroquine (phosphate de);;08/07/1997;23/09/2008
03782;NA;codéine (camsilate de);;08/07/1997;16/05/2011
03790;100000090575;dihydroergotamine (mésilate de);;08/07/1997;24/06/2011
03806;100000078677;eugénol;;08/07/1997;06/04/2009
03818;100000092613;fludrocortisone (acétate de);;08/07/1997;03/03/2023
03826;NA;actée à grappes (extrait d');;08/07/1997;17/02/2023
03827;NA;carragaheen (extrait de);;08/07/1997;17/02/2023
03848;100000084208;glucuronamide;;08/07/1997;04/05/2009
03850;100000084232;glycopyrronium (bromure de);;08/07/1997;30/10/2012
03860;NA;hespéridine;;08/07/1997;
03865;100000087132;isoprénaline (chlorhydrate d');;08/07/1997;29/11/2011
03868;NA;cassis (suc de);;08/07/1997;17/02/2023
03874;100000181637;lithium (citrate de);;08/07/1997;03/03/2023
03885;100000085446;lévodopa;;08/07/1997;21/11/2011
03899;100000078762;talc;;08/07/1997;21/10/2010
03902;100000092530;fénofibrate;;08/07/1997;07/04/2009
03904;100000092558;manganèse (gluconate de);;08/07/1997;20/10/2011
03927;100000091568;méthylprednisolone (acétate de);;08/07/1997;12/10/2011
03929;100000092986;éconazole (nitrate d');;08/07/1997;12/08/2011
03933;100000091842;naphazoline (nitrate de);;08/07/1997;26/08/2011
03940;100000093036;noréthistérone (acétate de);;08/07/1997;27/07/2010
03946;100000083329;ornithine;;08/07/1997;
03955;100000092050;oxytétracycline (chlorhydrate d');;08/07/1997;16/05/2012
03969;100000092232;phloroglucinol dihydraté;;08/07/1997;31/12/2010
03970;100000092189;triméthylphloroglucinol;;08/07/1997;04/10/2010
03974;100000079851;ispaghul (graine d');;08/07/1997;03/03/2023
03980;100000090168;prednisolone (acétate de);;08/07/1997;15/12/2010
03981;100000091240;prednisolone (métasulfobenzoate sodique de);;08/07/1997;15/12/2010
03984;100000089922;pyridoxine (chlorhydrate de);;08/07/1997;10/12/2010
04000;100000090271;pentosane polysulfate sodique;;08/07/1997;19/02/2015
04009;100000092173;salicylate de choline;;08/07/1997;28/04/2011
04028;100000092379;alvérine (citrate d');;08/07/1997;08/01/2009
04031;100000091269;rétinol (palmitate de);;08/07/1997;07/12/2010
04034;100000092363;famotidine;;08/07/1997;07/04/2009
04041;100000135889;sodium (laurilsulfate de);;08/07/1997;08/11/2010
04042;100000090479;molybdate de sodium dihydraté;;08/07/1997;
04046;100000154953;sodium (monosulfure de) nonahydraté;;08/07/1997;08/11/2010
04053;100000085281;phényltoloxamine (citrate de);;08/07/1997;31/12/2010
04090;NA;carbidopa anhydre;;08/07/1997;25/10/2012
04111;NA;sodium (glycérophosphate de);;08/07/1997;03/03/2023
04113;NA;pantothénique (acide);;08/07/1997;10/03/2023
04129;100000084620;acétylleucine;;08/07/1997;08/01/2009
04133;100000090551;chloroquine (sulfate de);;08/07/1997;23/09/2008
04134;100000078014;allantoïne;;08/07/1997;
04148;100000085170;arginine (chlorhydrate d');;08/07/1997;19/06/2008
04149;100000090425;arginine (glutamate d');;08/07/1997;08/01/2009
04150;100000085345;atropine (sulfate d');;08/07/1997;16/12/2020
04155;100000091827;sodium (citrate de);;08/07/1997;02/01/2014
04167;100000077166;benzylthiouracile;;08/07/1997;12/01/2009
04168;100000088090;levure;;08/07/1997;
04171;100000076866;bismuth (oxyde de);;08/07/1997;27/04/2023
04176;100000092391;fluocortolone (caproate de);;08/07/1997;16/04/2009
04178;100000167448;rizolipase;;08/07/1997;
04179;100000091556;béclométasone (dipropionate de);;08/07/1997;11/01/2023
04180;100000076875;boldine;;08/07/1997;30/06/2008
04184;100000092622;bétaméthasone (valérate de);;08/07/1997;27/06/2008
04186;100000092034;calcium (acétate de);;08/07/1997;10/02/1999
04187;100000076562;bromolactobionate de calcium;;08/07/1997;15/01/2009
04188;100000076584;fluorure de calcium;;08/07/1997;08/07/2008
04195;NA;os frais (extrait d');;08/07/1997;17/02/2023
04196;100000091411;caféine (citrate de);;08/07/1997;04/07/2008
04204;100000090961;charbon activé;;08/07/1997;19/09/2008
04212;100000079552;édétate dicobaltique;;08/07/1997;12/03/2009
04216;100000092080;éthylmorphine (chlorhydrate d');;08/07/1997;03/04/2009
04235;NA;millepertuis (extrait sec de);;08/07/1997;07/12/2017
04249;NA;prunier d'Afrique (extrait de);;08/07/1997;17/02/2023
04262;100000085579;polysorbate 80;;08/07/1997;30/12/2010
04268;NA;Viburnum (extrait de) (fluide);;08/07/1997;28/02/2020
04278;100000091342;éphédrine (chlorhydrate d');;08/07/1997;06/08/2010
04280;100000087265;tartrate d'épinéphrine;;08/07/1997;09/06/2008
04281;100000091078;ergotamine (tartrate d');;08/07/1997;20/03/2009
04287;100000090493;estradiol (valérate d');;08/07/1997;24/09/2010
04305;100000089870;fluorescéine sodique;;08/07/1997;16/04/2009
04309;100000092369;guaïazulène;;08/07/1997;05/05/2009
04312;100000133470;géraniol;;08/07/1997;17/02/2023
04326;100000091082;cystine;;08/07/1997;27/11/2008
04342;NA;géranium rosat (huile essentielle de);;08/07/1997;17/02/2023
04347;100000078648;romarin (huile essentielle de);;08/07/1997;03/03/2023
04349;NA;serpolet (huile essentielle de);;08/07/1997;16/03/2018
04400;100000083617;norgestimate;;08/07/1997;27/06/2011
04401;100000078023;eau pour préparations injectables;;08/07/1997;29/06/2010
04403;100000091569;lithium (carbonate de);;08/07/1997;27/10/2011
04413;NA;magnésium (carbonate de);;08/07/1997;
04414;100000166335;magnésium (citrate de) anhydre;;08/07/1997;17/10/2011
04415;100000090104;magnésium (hydroxyde de);;08/07/1997;18/10/2011
04422;100000088586;magnésium (stéarate de);;08/07/1997;03/03/2023
04423;NA;manganèse (chlorure de);;08/07/1997;
04429;100000087760;dexaméthasone (métasulfobenzoate sodique de);;08/07/1997;08/12/2008
04433;100000088519;parahydroxybenzoate de méthyle;;08/07/1997;03/03/2023
04442;100000085448;metformine;;08/07/1997;22/11/2011
04455;100000090029;néomycine (sulfate de);;08/07/1997;06/04/2012
04456;100000127139;zinc (gluconate de) trihydraté;;08/07/1997;09/12/2022
04458;100000087614;trinitrate de glycéryle;;08/07/1997;04/10/2010
04468;100000079863;bicarbonate de potassium;;08/07/1997;26/03/2012
